module`tdefect`tsource`tnote
sale_auto_confirm_invoice	1699,1702	custom\goldmints_addon-main\sale_auto_confirm_invoice	Van Sales payment flow, partial payment, CN apply, SO payment status/list, tax invoice button flow
account_payment_multi_allocation	1699,1702	custom\goldmints_addon-main\account_payment_multi_allocation	Payment allocation fallback/support used by Van Sales payment deductions
sale_order_simulation	1705	custom\goldmints_addon-main\sale_order_simulation	SO Reject error fix
sale_production_noti_intl	1707	custom\goldmints_addon-main\sale_production_noti_intl	MO Done notification activity and chatter log back to SO
