product_id,default_code,product_name,category_name,active
8141,RM-HTF-TH-01001,ฉลาก HTF PePex ตัวล่าง,All / RM / บรรจุภัณฑ์,True
8140,RM-HTF-TH-02001,ฉลาก HTF PePex2IN1พวงกุญแจ ตัวบน,All / RM / บรรจุภัณฑ์,True
8139,RM-HTF-TH-02002,ฉลาก HTF PePex2IN1พวงกุญแจ ตัวล่าง,All / RM / บรรจุภัณฑ์,True
8143,RM-HTF-TH-03001,ฉลาก HTF PSKey ตัวบน,All / RM / บรรจุภัณฑ์,True
8142,RM-HTF-TH-03002,ฉลาก HTF PSKey ตัวล่าง,All / RM / บรรจุภัณฑ์,True
8151,RM-HTF-TH-04001,ฉลาก HTF พิมเสนสำลี,All / RM / บรรจุภัณฑ์,True
8138,RM-HTF-TW-00001,ฉลาก HTF MarkII ไต้หวัน ตัวบน,All / RM / บรรจุภัณฑ์,True
8133,RM-HTF-TW-00002,ฉลาก HTF MarkII ไต้หวัน ตัวล่าง,All / RM / บรรจุภัณฑ์,True
8129,RM-HTF-XX-00001,ฉลาก HTF MarkII 3สูตร ตัวบน,All / RM / บรรจุภัณฑ์,True
8130,RM-HTF-XX-00002,ฉลาก HTF MarkII 3สูตร ตัวล่าง,All / RM / บรรจุภัณฑ์,True
8127,RM-HTF-XX-01001,ฉลาก HTF MarkII 2สูตร ตัวบน,All / RM / บรรจุภัณฑ์,True
8128,RM-HTF-XX-01002,ฉลาก HTF MarkII 2สูตร ตัวล่าง,All / RM / บรรจุภัณฑ์,True
8154,RM-HTF-XX-02001,ฉลาก HTF Pax-key ตัวบน,All / RM / บรรจุภัณฑ์,True
8153,RM-HTF-XX-02002,ฉลาก HTF Pax-key ตัวล่าง,All / RM / บรรจุภัณฑ์,True
8344,RM-MBS-BU-00001,สีผสมพลาสติก สีน้ำเงิน,All / RM / พลาสติก,True
8346,RM-MBS-GR-00001,สีผสมพลาสติก สีเขียว,All / RM / พลาสติก,True
8342,RM-MBS-PK-00001,สีผสมพลาสติก สีชมพูสะท้อนแสง,All / RM / พลาสติก,True
8343,RM-MBS-PK-00002,สีผสมพลาสติก สีชมพูเข้ม,All / RM / พลาสติก,True
8348,RM-MBS-RE-00001,สีผสมพลาสติก สีแดง ,All / RM / พลาสติก,True
8349,RM-MBS-RE-00002,สีผสมพลาสติก สีแดงเข้ม,All / RM / พลาสติก,True
8345,RM-MBS-VL-00001,สีผสมพลาสติก สีม่วง,All / RM / พลาสติก,True
8341,RM-MBS-WH-00001,สีผสมพลาสติก สีขาว,All / RM / พลาสติก,True
8347,RM-MBS-YL-00001,สีผสมพลาสติก สีเหลือง,All / RM / พลาสติก,True
8197,RM-PET-RO-00001,PETแบบม้วน  380x0.25mm  สีใส,All / RM / บรรจุภัณฑ์,True
8362,RM-PLA-HD-00001,เม็ดพลาสติก HDPE 5200B,All / RM / พลาสติก,True
8363,RM-PLA-PP-00001,เม็ดพลาสติก HP648N 750KG,All / RM / พลาสติก,True
8364,RM-PLA-PP-00002,เม็ดพลาสติก RP348N 750Kg,All / RM / พลาสติก,True
7997,RM-PVC-RO-01001,"PVCแบบม้วน ขนาด 15""x0.25mm
",All / RM / พลาสติก,True
7998,RM-PVC-RO-01002,"PVCแบบม้วน ขนาด 18""x0.20mm",All / RM / พลาสติก,True
7999,RM-PVC-RO-01003,"PVCแบบม้วน ขนาด 18""x0.40mm
",All / RM / พลาสติก,True
8000,RM-PVC-RO-01004,"PVCแบบม้วน ขนาด 27""x0.20mm
",All / RM / พลาสติก,True
8002,RM-PVC-RO-01005,PVCแบบม้วน ขนาด 600x0.20mm,All / RM / พลาสติก,True
8001,RM-PVC-RO-01006,PVCแบบม้วน ขนาด 385x0.20mm,All / RM / พลาสติก,True
8018,SM-BLS-FO-00001,ฟอยล์ยาดม PAX 2way-Key,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8284,SM-BLS-FO-00003,ฟอยด์ยาดม PePex,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8278,SM-BLS-FO-00004,ฟอยล์ยาดม PePex2IN1 พวงกุญแจ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8304,SM-BLS-FO-00005,ฟอยด์ยาดม PS,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8033,SM-HAN-PS-00001,ไม้แขวนเสื้อสีเขียว,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8294,SM-JOI-BU-01001,ตัวต่อสี W01 ฟ้า,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8300,SM-JOI-BU-02001,ตัวต่อสี W02 ฟ้า,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8302,SM-JOI-GN-01001,ตัวต่อสี W02 เขียว,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8296,SM-JOI-GR-02001,ตัวต่อสี W01 เขียว,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8292,SM-JOI-PK-01001,ตัวต่อสี W01 ชมพู,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8293,SM-JOI-PK-01002,ตัวต่อสี W01 ชมพูสะท้อนแสง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8298,SM-JOI-PK-02001,ตัวต่อสี W02 ชมพู,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8299,SM-JOI-PK-02002,ตัวต่อสี W02 ชมพูสะท้อนแสง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8295,SM-JOI-PP-01001,ตัวต่อสี W01 ม่วง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8301,SM-JOI-PP-02001,ตัวต่อสี W02 ม่วง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8283,SM-JOI-RE-02001,ตัวต่อสี W02 แดง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8297,SM-JOI-YW-01001,ตัวต่อสี W01 เหลือง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8303,SM-JOI-YW-02001,ตัวต่อสี W02 เหลือง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8262,SM-MTS-JP-02001,ชิ้นส่วนยาดม MarkII NOSE MINT ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8260,SM-MTS-JP-02002,ชิ้นส่วนยาดม MarkII NOSE MINT ตัวล่าง+หลอดน้ำ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8261,SM-MTS-JP-03001,ชิ้นส่วนยาดม MarkII NOSE MINT ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8259,SM-MTS-JP-03002,ชิ้นส่วนยาดม MarkII NOSE MINT ตัวล่าง,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8266,SM-MTS-TW-02001,ชิ้นส่วนยาดม MarkII Taiwan ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8264,SM-MTS-TW-02002,ชิ้นส่วนยาดม MarkII Taiwan ตัวล่าง+หลอดน้ำ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8265,SM-MTS-TW-03001,ชิ้นส่วนยาดม MarkII Taiwan ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8263,SM-MTS-TW-03002,ชิ้นส่วนยาดม MarkII Taiwan ตัวล่าง,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8269,SM-MTS-XX-02001,ชิ้นส่วนยาดม MarkII 3สูตร ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8328,SM-MTS-XX-02002,ชิ้นส่วนยาดม MarkII 3สูตร ตัวล่าง+หลอดน้ำ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8268,SM-MTS-XX-02003,ชิ้นส่วนยาดม MarkII ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8258,SM-MTS-XX-02004,ชิ้นส่วนยาดม MarkII ตัวล่าง+หลอดน้ำ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8252,SM-MTS-XX-03001,ชิ้นส่วนยาดม MarkII 3สูตร ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8251,SM-MTS-XX-03002,ชิ้นส่วนยาดม MarkII 3สูตร ตัวล่าง,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8267,SM-MTS-XX-03003,ชิ้นส่วนยาดม MarkII ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8257,SM-MTS-XX-03004,ชิ้นส่วนยาดม MarkII ตัวล่าง,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8276,SM-PAK-XX-02001,ชิ้นส่วนยาดม PAX 2way-Key ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8275,SM-PAK-XX-03001,ชิ้นส่วนยาดม PAX 2way-Key ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8274,SM-PAK-XX-03002,ชิ้นส่วนยาดม PAX 2way-Key ตัวล่าง,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8272,SM-PAS-XX-02001,ชิ้นส่วนยาดม PAX 2way ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8270,SM-PAS-XX-02002,ชิ้นส่วนยาดม PAX 2way ตัวล่าง+หลอดน้ำ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8271,SM-PAS-XX-03001,ชิ้นส่วนยาดม PAX 2way ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8023,SM-PLK-UP-00001,ชิ้นส่วนยาดมตัวบนพวงกุญแจ,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8017,SM-PLR-UP-00001,ชิ้นส่วนยาดม ตัวบน หัวมนพวงกุญแจ,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8025,SM-PLS-LO-01001,ชิ้นส่วนยาดม PS ตัวล่างW01,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8026,SM-PLS-LO-02001,ชิ้นส่วนยาดมตัวล่างW02,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8327,SM-PLS-MI-01001,ชิ้นส่วนยาดมตัวกลางW01,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8320,SM-PLS-MI-02001,ชิ้นส่วนยาดมตัวกลางW02,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8021,SM-PLS-PB-00001,กระปุกออมสิน PS,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8027,SM-PLS-PU-01001,ชิ้นส่วนยาดมตัวอุดหลอดน้ำW01,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8028,SM-PLS-PU-02001,ชิ้นส่วนยาดมตัวอุดหลอดน้ำW02,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8029,SM-PLS-TU-01001,ชิ้นส่วนยาดมหลอดน้ำW01,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8030,SM-PLS-TU-02001,ชิ้นส่วนยาดมหลอดน้ำW02,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8031,SM-PLS-UP-01001,ชิ้นส่วนยาดมตัวบน W01,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8032,SM-PLS-UP-02001,ชิ้นส่วนยาดมตัวบน W02,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8311,SM-PNC-BT-02001,ขวดพิมเสนน้ำสำลี สำเร็จ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8019,SM-PNC-BT-03001,ขวดพิมเสนน้ำสำลี กึ่งสำเร็จ,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8567,SM-PNC-BT-04001,ขวดพิมเสนน้ำสำลี สำเร็จ อินโดนีเซีย,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8568,SM-PNC-BT-04002,ขวดพิมเสนน้ำสำลี สำเร็จ พม่า,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8569,SM-PNC-BT-04003,ขวดพิมเสนน้ำสำลี สำเร็จ ตปท,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8310,SM-PNC-CA-02001,ฝาพิมเสนน้ำสำลี W01,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8312,SM-PNC-PB-01001,กระปุกพิมเสนน้ำ 4 โหล สำเร็จ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8313,SM-PNC-PB-01002,ฝากระปุกพิมเสนน้ำ 4 โหล,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8020,SM-PNC-PB-02001,กระปุกพิมเสนน้ำ 4 โหล กึ่งสำเร็จ,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8309,SM-PNF-CA-01001,ฝาเขียวแก้วแบน 3CC สำเร็จ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8022,SM-PNF-CA-02001,ฝาเขียวแก้วแบน 3CC กึ่งสำเร็จ,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8282,SM-PPK-TH-02001,ชิ้นส่วนยาดม PePex 2IN1 ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8280,SM-PPK-TH-02002,ชิ้นส่วนยาดม PePex 2IN1 ตัวล่าง+หลอดน้ำ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8281,SM-PPK-TH-03001,ชิ้นส่วนยาดม PePex 2IN1 ตัวบน พวงกุญแจสำเร็จ,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8279,SM-PPK-TH-03002,ชิ้นส่วนยาดม PePex 2IN1 ตัวล่าง,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8287,SM-PPR-TH-02001,ชิ้นส่วนยาดม PePex แดง ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8285,SM-PPR-TH-02002,ชิ้นส่วนยาดม PePexแดง ตัวล่าง สำเร็จ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8286,SM-PPR-TH-02003,ชิ้นส่วนยาดม PePex แดง ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8024,SM-PPR-TH-03002,ชิ้นส่วนยาดม PePexแดง ตัวล่าง กึ่งสำเร็จ,All / SFG / พลาสติก / ชิ้นส่วนหลอด,True
8256,SM-PSK-IS-02001,ชิ้นส่วนยาดม MarkII Isarel ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8254,SM-PSK-IS-02002,ชิ้นส่วนยาดม MarkII Isarel ตัวล่าง+หลอดน้ำ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8255,SM-PSK-IS-03001,ชิ้นส่วนยาดม MarkII Isarel ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8253,SM-PSK-IS-03002,ชิ้นส่วนยาดม MarkII Isarel ตัวล่าง,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8291,SM-PSK-TH-02001,ชิ้นส่วนยาดม PS Key ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8289,SM-PSK-TH-02002,ชิ้นส่วนยาดม PS Key ตัวล่าง+หลอดน้ำ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8290,SM-PSK-TH-03001,ชิ้นส่วนยาดม PS Key ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8288,SM-PSK-TH-03002,ชิ้นส่วนยาดม PS Key ตัวล่าง,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8325,SM-PSS-CN-02001,ชิ้นส่วนยาดม PS ตัวบน+ตัวกลาง จีน,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8319,SM-PSS-CN-02002,ชิ้นส่วนยาดม PS ตัวล่าง+หลอดน้ำ จีน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8322,SM-PSS-CN-03001,ชิ้นส่วนยาดม PS ตัวบน จีน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8315,SM-PSS-CN-03002,ชิ้นส่วนยาดม PS ตัวล่าง จีน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8326,SM-PSS-DE-02001,ชิ้นส่วนยาดม PS ตัวบน+ตัวกลาง เยอรมัน,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8317,SM-PSS-DE-02002,ชิ้นส่วนยาดม PS ตัวล่าง+หลอดน้ำ เยอรมัน,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8323,SM-PSS-DE-03001,ชิ้นส่วนยาดม PS ตัวบน เยอรมัน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8316,SM-PSS-DE-03002,ชิ้นส่วนยาดม PS ตัวล่าง เยอรมัน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8324,SM-PSS-MY-02001,ชิ้นส่วนยาดม PS ตัวบน+ตัวกลาง มาเลเซีย,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8318,SM-PSS-MY-02002,ชิ้นส่วนยาดม PS ตัวล่าง+หลอดน้ำ มาเลเซีย,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8321,SM-PSS-MY-03001,ชิ้นส่วนยาดม PS ตัวบน มาเลเซีย,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8314,SM-PSS-MY-03002,ชิ้นส่วนยาดม PS ตัวล่าง มาเลเซีย,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8308,SM-PSS-TH-02001,ชิ้นส่วนยาดม PS ตัวบน+ตัวกลาง,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8306,SM-PSS-TH-02002,ชิ้นส่วนยาดม PS ตัวล่าง+หลอดน้ำ,All / SFG / พลาสติก / ชิ้นส่วนหลอด(พิมพ์) + ประกอบ,True
8307,SM-PSS-TH-03001,ชิ้นส่วนยาดม PS ตัวบน,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8305,SM-PSS-TH-03002,ชิ้นส่วนยาดม PS ตัวล่าง,All / SFG / พลาสติก / ชิ้นส่วนหลอด (ประกอบ),True
8181,SO-MTS-XX-01001,น้ำยา Mark II Solution,All / SFG / น้ำยา,True
8187,SO-PAS-XX-01001,น้ำยา PaxNox,All / SFG / น้ำยา,True
8186,SO-PAS-XX-01002,น้ำยา Pax,All / SFG / น้ำยา,True
8188,SO-PNS-XX-01001,น้ำยา PimSaen,All / SFG / น้ำยา,True
8183,SO-PPR-UP-01001,น้ำยา PePex Inhaler,All / SFG / น้ำยา,True
8182,SO-PPS-LO-01001,น้ำยา PePex2in1 Solution,All / SFG / น้ำยา,True
8185,SO-PSS-LO-01001,น้ำยา PS Solution,All / SFG / น้ำยา,True
8184,SO-PSS-UP-01001,น้ำยา PS Inhaler,All / SFG / น้ำยา,True
