External ID,Vendor / External ID,Order Reference,Order Date,Currency / Name,Order Lines / External ID,Order Lines / Product / External ID,Order Lines / Description,Order Lines / Quantity,Order Lines / Unit Price,Order Lines / Expected Arrival
mig_po_PO2500097,__export__.res_partner_70695_26d2cf24,PO2500097,,THB,mig_po_line_PO2500097_337,__export__.product_template_11623_43c763ab,ค่าบริการขนส่งเก้าอี้,45.0,1300.0,
mig_po_PO2500097,__export__.res_partner_70695_26d2cf24,PO2500097,,THB,mig_po_line_PO2500097_336,__export__.product_template_11623_43c763ab,ผลิตเก้าอี้โรงพยาบาล  2 แห่ง 1.จังหวัดหาดใหญ่ (ม.อ.) จำนวน 10 ตัว2.จังหวัดบึงกาฬ จำนวน 35 ตัว,45.0,13700.0,
mig_po_PO2500325,__export__.res_partner_70422_15b96f6c,PO2500325,,THB,mig_po_line_PO2500325_299,__export__.product_template_11630_0f0038e2,2. ค่าขนส่งมาสคอต 1 ตัว,1.0,6000.0,
mig_po_PO2500325,__export__.res_partner_70422_15b96f6c,PO2500325,,THB,mig_po_line_PO2500325_300,__export__.product_template_11630_0f0038e2,"3.ค่าสตาฟใส่มาสคอต 1 คน และสตาฟดูแลมาสคอต 1 คน (วันที่ 10,11,12,17,18/5/68)",1.0,25000.0,
mig_po_PO2500325,__export__.res_partner_70422_15b96f6c,PO2500325,,THB,mig_po_line_PO2500325_298,__export__.product_template_11630_0f0038e2,ค่าดำเนินการมาสคอตโป๊ยเซียน (Fashion Island)1. ค่าทำความสะอาดมาสคอต 1 ตัว,1.0,2000.0,
mig_po_PO2500326,__export__.res_partner_70563_706afd69,PO2500326,,THB,mig_po_line_PO2500326_297,__export__.product_template_11630_0f0038e2,Douyin Social Media Management (April 2025 - March 2026),1.0,209880.0,
mig_po_PO2500327,__export__.res_partner_70563_706afd69,PO2500327,,THB,mig_po_line_PO2500327_296,__export__.product_template_11630_0f0038e2,Xiaohongshu Social Media Management (April 2025 - March 2026),1.0,44726.0,
mig_po_PO2500350,__export__.res_partner_70695_26d2cf24,PO2500350,,THB,mig_po_line_PO2500350_289,__export__.product_template_11623_43c763ab,กิจกรรมแจกกระปุกออมสิน ปั๊ม PT ค่าแรง Supervisor,1.0,2500.0,
mig_po_PO2500350,__export__.res_partner_70695_26d2cf24,PO2500350,,THB,mig_po_line_PO2500350_294,__export__.product_template_11623_43c763ab,ค่ารถ 4 ล้อ (เหมาทั้งวัน),1.0,6000.0,
mig_po_PO2500350,__export__.res_partner_70695_26d2cf24,PO2500350,,THB,mig_po_line_PO2500350_295,__export__.product_template_11623_43c763ab,ค่ารถตู้ สำหรับ รับ-ส่ง ทีมงาน,1.0,4500.0,
mig_po_PO2500350,__export__.res_partner_70695_26d2cf24,PO2500350,,THB,mig_po_line_PO2500350_291,__export__.product_template_11623_43c763ab,ค่าแรง MC,1.0,3000.0,
mig_po_PO2500350,__export__.res_partner_70695_26d2cf24,PO2500350,,THB,mig_po_line_PO2500350_292,__export__.product_template_11623_43c763ab,ค่าแรง Mascot,1.0,3000.0,
mig_po_PO2500350,__export__.res_partner_70695_26d2cf24,PO2500350,,THB,mig_po_line_PO2500350_290,__export__.product_template_11623_43c763ab,ค่าแรง Staff สำหรับแจกของ,2.0,1800.0,
mig_po_PO2500350,__export__.res_partner_70695_26d2cf24,PO2500350,,THB,mig_po_line_PO2500350_293,__export__.product_template_11623_43c763ab,ค่าแรง พี่เลี้ยง Mascot,1.0,1800.0,
mig_po_PO2500353,__export__.res_partner_70975_2f612f26,PO2500353,,THB,mig_po_line_PO2500353_288,__export__.product_template_11630_0f0038e2,โครงการ 88 ปี โป๊ยเซียน 8 ทิศ 8 ภาษา มหัศจรรย์แห่งการเดินทางจัดทำกิจกรรม : ทริปพาเที่ยวปลอดภัย และสื่อประชาสัมพันธ์สถานีวิทยุ จส.100 สื่อวิทยุ และสื่อออนไลน์Period : เมษายน 2568-มกราคม 2569 (10เดือน),1.0,1000000.0,
mig_po_PO2500376,__export__.res_partner_70660_58cd9b28,PO2500376,,THB,mig_po_line_PO2500376_286,__export__.product_template_11623_43c763ab,ค่าเช่าบริการอินเตอร์เน็ตไฟเบอร์ พร้อม Fixed IP รายเดือน- บริการอินเตอร์เน็ตความเร็วสูงสุด (ดาวน์โหลด/อัพโหลด) 500/500 Mbps- มี Ficed IP 1 IP Address- กรณีลูกค้าพบปัญหาการใช้งาน สามารถติดต่อ 1740 ได้ตลอด 24 ชม. หลังได้รับแจ้ง มีบริการแก้ปัญหาโดยทีมช่างผู้เชี่ยวชาญภายใน 12 ชม.  และ บริการซ่อมสายไฟเบอร์ ภายใน 24 ชม.- รับสิทธิ์ยืมอุปกรณ์ โดยผู้ใช้บริการต้องคืนอุปกรณ์เมื่อสิ้นสุดการใช้บริการ,13.0,2500.0,
mig_po_PO2500381,__export__.res_partner_71144_cb7e4600,PO2500381,2025-05-21,THB,mig_po_line_PO2500381_285,__export__.product_template_11676_fa0a61c1,Motor Condensing แบบมรปีกนกขนาด 1/4 HP,1.0,2500.0,2025-05-21
mig_po_PO2500509,__export__.res_partner_70510_7ea4aca2,PO2500509,,THB,mig_po_line_PO2500509_280,__export__.product_template_11630_0f0038e2,"ค่าโฆษณา Air Bus Half Wrap ราคา 20,500.- ต่อคัน จำนวน 10 คัน- NGV เส้นทางที่ 1 1-38 (60) สวนสยาม-ปากคลองตลาด จำนวน 2 คัน- EURO เส้นทางที่ 21-40 (93) หมู่บ้านนักกีฬา-สี่พระยา จำนวน 1 คัน- EV เส้นทางที่ 33-1 ปากน้ำ-ท่าเรือสะพานพุทธ จำนวน 2 คัน- EV เส้นทางที่ 43-11 มหาวิทยาลัยรามคำแหง วิทยาเขตบางนา-ท่าช้าง จำนวน 2 คัน- EV เส้นทางที่ 54-39 สถานีขนส่งผู้โดยสารกรุงเทพ (ถนนบรมราชชนนี)-สถานีขนส่งผู้โดยสารกรุงเทพ (เอกมัย) จำนวน 1 คัน- EV เส้นทางที่ 64-55 สถานี้รถไฟฟ้าศาลายา-สถานีรถไฟฟ้าสนามกีฬาแห่งชาติ จำนวน 2 คัน",5.0,205000.0,
mig_po_PO2500515,__export__.res_partner_70373_a015f317,PO2500515,,THB,mig_po_line_PO2500515_279,__export__.product_template_11623_43c763ab,ค่าบริการติดตั้งแอร์แขวนใต้ฝ้า ขนาด 36000 BTU,1.0,6500.0,
mig_po_PO2500528,__export__.res_partner_70660_58cd9b28,PO2500528,,THB,mig_po_line_PO2500528_276,__export__.product_template_11623_43c763ab,ค่าที่ปรึกษาโครงการวิเคราะห์ ออกแบบ พัฒนาและติดตั้ง ระบบวางแผนและการจัดการฐานข้อมูลในองค์กรแบบครบวงจรแบ่งชำระ 5 งวด ดังนี้งวดที่ 1 ชำระ 20% ชำระทันทีเมื่อตกลงว่าจ้างงวดที่ 2 ชำระ 20% เมื่อทีมพัฒนาได้ดำเนินการวิเคราะห์และออกแบบระบบเรียบร้อยงวดที่ 3 ชำระ 25% เมื่อทีมพัฒนาได้ดำเนินการพัฒนาระบบและส่งมอบระบบ Accounting Management System เรียบร้อยงวดที่ 4 ชำระ 25% เมื่อทีมพัฒนาได้ดำเนินการพัฒนาระบบและส่งมอบระบบ1.Sales Management System2.Purchase Management System3.Inventory Management System4.Manufacturing Management System5.UAT Test Casesงวดที่ 5 ชำระ 10% เมื่อทีมพัฒนาได้ดำเนินการอบรมการใช้งาน และ สามารถ Go Live ระบบได้,1.0,1712000.0,
mig_po_PO2500530,__export__.res_partner_71012_9fd041af,PO2500530,,THB,mig_po_line_PO2500530_275,__export__.product_template_11623_43c763ab,LOAD Test-Bridge and Gantry Cranes-THA Single girder EOT-1 trolley wire rope hoist,1.0,5000.0,
mig_po_PO2500530,__export__.res_partner_71012_9fd041af,PO2500530,,THB,mig_po_line_PO2500530_274,__export__.product_template_11623_43c763ab,MAINMAN Planned MaintenanceSingle girder EOT-1 trolley wire rope hoist,1.0,4500.0,
mig_po_PO2500540,__export__.res_partner_70743_c14deab8,PO2500540,,THB,mig_po_line_PO2500540_270,__export__.product_template_11623_43c763ab,โครงการพัฒนาระบบวางแผนและการจัดการฐานข้อมูลในองค์กร แบบครบวงจร-ค่าพัฒนาระบบการจัดการฐานข้อมูลในองค์กรแบบครบวงจรขอบเขตงานโครงการ-ดำเนินการวิเคราะห์ ออกแบบ และพัฒนาระบบงาน ดำเนินการวางแผนและการจัดการฐานข้อมูลในองค์กรแบบครบวงจร-ระยะเวลาในการดำเนินการ 240 วัน และใช้ทรัพยากรบุคลากรทั้งหมด 360 mandays***รายละเอียดอ้างอิงตามเอกสาร Project Proposal-ราคานี้ไม่รวมค่า Odoo Licenses สำหรับใช้งานตามจริง US$ 25.50/User/Month ซึ่งจะมีการเสนอราคาให้ลูกค้าหลังส่งมอบระบบ-ราคานี้ไม่รวม Server หรือ Cloud สำหรับติดตั้งระบบ,1.0,2800000.0,
mig_po_PO2500645,__export__.res_partner_70895_898d159b,PO2500645,,THB,mig_po_line_PO2500645_268,__export__.product_template_11623_43c763ab,"Social Monitoring Service for POY-SIAN(Data Source from Thailand)Period of Service 6 Months (1 Sep 25 - 28 Feb 26)DTS-001 : Social Monitoring ServicesScope of workSoftware - Social Listening Tool - Monitor about POY-SIAN and 7 Competitors (หงส์ไทย, Peppermint field, ถ้วยทอง, Vapex, Dumble inhaler, Pastel, Black inhaler) in social online channels - Social Monitoring from Facebook Fanpage, X, Tiktok, Instagram, Pantip, Web board, Blog, News - Max Messages : 50,000 messagea per month (300,000 messages per 6 months) - Unlimited Keywords but under the terms of Real SmartRealSmart+Application on Mobile (for Alert Case) - Display the filtered monitoring output from the social monitoring tool - Include 4 Features : Alert, Watch, Crisis, and Trend - 5 log-in userTeams - Data Cleansing & Analysis by Human - Monitoring from 9.00 a.m. - 6.00 p.m. Mon to Sun including weekends & public holidaysReport - Daily Monitoring Report - Monthly Monitoring",2.0,160000.0,
mig_po_PO2500648,__export__.res_partner_70996_463f5542,PO2500648,,THB,mig_po_line_PO2500648_267,__export__.product_template_11623_43c763ab,"สินค้า ""โป๊ยเซียน""ต่อสัญญาค่าบริการพื้นที่สื่อโฆษณาบนเรือข้ามฟาก (วังหลัง - ท่าช้าง / ท่ามหาราช / ท่าพระจันทร์) จำนวน 1 ลำจุดติดตั้งสื่อโฆษณา รายละเอียดดังต่อไปนี้1.ด้านหน้าและขอบรอบเรือทั้งลำ2.ป้ายสามเหลี่ยมบนหลังคาเรือ (ขนาด 0.8 x 2.5 เมตร) จำนวน 2 ด้าน / ป้าย3.ป้ายด้านข้างเรือ (ขนาด 0.6 x 1.5 เมตร) จำนวน 8 ป้าย / ลำระยะเวลา 12 เดือน(วันที่ 1 กันยายน 2568 ถึง วันที่ 31 สิงหาคม 2569)",7.0,100000.0,
mig_po_PO2500661,__export__.res_partner_70422_15b96f6c,PO2500661,,THB,mig_po_line_PO2500661_265,__export__.product_template_11623_43c763ab,- ค่าของรางวัลสำหรับงาน Siam Street 2025,1.0,21000.0,
mig_po_PO2500661,__export__.res_partner_70422_15b96f6c,PO2500661,,THB,mig_po_line_PO2500661_264,__export__.product_template_11623_43c763ab,- ค่าคนใส่ Mascot 1 คน และสตาฟดูแล Mascot 1 คน จำนวน 3 วัน,1.0,15000.0,
mig_po_PO2500661,__export__.res_partner_70422_15b96f6c,PO2500661,,THB,mig_po_line_PO2500661_266,__export__.product_template_11623_43c763ab,- ค่าซ่อมแซม Mock up ยาดมยักษ์ (ค่าซ่อมแซม แบบแรพแท่งยาดม+เปลี่ยนฐาน),1.0,42000.0,
mig_po_PO2500661,__export__.res_partner_70422_15b96f6c,PO2500661,,THB,mig_po_line_PO2500661_262,__export__.product_template_11623_43c763ab,- ค่าสตาฟประจำบูธ 2 คน จำนวน 3 วัน (11.00-21.00 น.),1.0,12000.0,
mig_po_PO2500661,__export__.res_partner_70422_15b96f6c,PO2500661,,THB,mig_po_line_PO2500661_263,__export__.product_template_11623_43c763ab,"งาน Siam Street 2025- ค่าขนส่งติดตั้งรื้อถอนพร้อมค่าเช่า TV 55 นิ้ว จำนวน 3 วัน (Mockup ยาดมยักษ์, TV 55 นิ้ว พร้อมขาตั้ง)",1.0,24000.0,
mig_po_PO2500661,__export__.res_partner_70422_15b96f6c,PO2500661,,THB,mig_po_line_PO2500661_261,__export__.product_template_11623_43c763ab,"งาน Siam Thai Hub 2025ค่าใช้จ่ายส่วนงาน Production เพิ่มเติม- ค่าขนส่งติดตั้งรื้อถอนพร้อมค่าเช้า TV 55 นิ้ว จำนวน 3 วัน (Mockup ยาดมยักษ์, TV 55 นิ้วพร้อมขาตั้ง)",1.0,24000.0,
mig_po_PO2500664,__export__.res_partner_70422_15b96f6c,PO2500664,,THB,mig_po_line_PO2500664_257,__export__.product_template_11623_43c763ab,2.ค่าทางด่วนและค่ามัน จำนวน 4 คิว,1.0,7000.0,
mig_po_PO2500664,__export__.res_partner_70422_15b96f6c,PO2500664,,THB,mig_po_line_PO2500664_258,__export__.product_template_11623_43c763ab,3.ค่าที่พักทีมงาน จำนวน 6 ห้อง,1.0,18000.0,
mig_po_PO2500664,__export__.res_partner_70422_15b96f6c,PO2500664,,THB,mig_po_line_PO2500664_259,__export__.product_template_11623_43c763ab,4.ค่าช่างแต่งหน้า (วันเดินทาง ไป-กลับ) จำนวน 1 คน,1.0,5000.0,
mig_po_PO2500664,__export__.res_partner_70422_15b96f6c,PO2500664,,THB,mig_po_line_PO2500664_260,__export__.product_template_11623_43c763ab,5.ค่าช่างภาพ (วันเดินทาง ไป-กลับ) จำนวน 2 คน,1.0,20000.0,
mig_po_PO2500664,__export__.res_partner_70422_15b96f6c,PO2500664,,THB,mig_po_line_PO2500664_256,__export__.product_template_11623_43c763ab,ค่าใช้จ่ายเพิ่มเติม ออกกองถ่ายทำ Vlog จ.บุรีรัมย์ จำนวน 4 Ep. (วันที่ 14-17 ตุลาคม 2568)1.ค่ารถตู้ จำนวน 4 คิว,1.0,10000.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_214,__export__.product_template_11623_43c763ab,1.ราคาผลิต เก้าอี้วัดพระธาตุประจำปีเกิด รายชื่อวัดดังนี้   1.วัดพระธาตุจอมทอง จ.เชียงใหม่ ปีชวด (หนู),30.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_223,__export__.product_template_11623_43c763ab,10.วัดพระธาตุช่อแฮ จ.แพร่ ปีขาล (เสือ),30.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_224,__export__.product_template_11623_43c763ab,11.วัดพระธาตุแช่แห้ง จ.น่าน ปีเถาะ (กระต่าย),30.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_225,__export__.product_template_11623_43c763ab,12.พระธาตุพนม จ.นครพนม ปีวอก (ลิง),30.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_226,__export__.product_template_11623_43c763ab,13.วัดเจดีย์หลวงวรวิหาร จ.เชียงใหม่,10.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_227,__export__.product_template_11623_43c763ab,14.วัดพระบรมธาตุไชยา จ.สุราษฎร์ธานี,30.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_228,__export__.product_template_11623_43c763ab,15.วัดพระบรมธาตุสวี จ.ชุมพร,20.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_229,__export__.product_template_11623_43c763ab,16.จวนเจ้าเมืองระนอง จ.ระนอง,20.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_230,__export__.product_template_11623_43c763ab,17.วัดพระมหาธาตุวรมหาวิหาร จ.นครศรีธรรมราชวัสดุ : ตัวขาเก้าอี้เป็นอัลลอย ทำจากอลูมิเนียมผสม หล่อขึ้นรูปจากแม่พิมพ์       : พนักพิงเป็นแผ่นคอมโพสิตฉลุเลเซอร์ หนา 4 มิลลิเมตร       : ฐานที่นั่งเป็นกล่องอลูมิเนียม ขนาด 2.5 นิ้ว / หนา 5/8 นิ้ว พ่นสีน้ำตาลขนาด : กว้าง 120 x สูง 85 x ลึก 53 CM.โลโก้ : โลโก้เป็นตัวหนังสือ ฉลุ ใช้แผ่นปิดด้านหลัง แล้วพ่นสีทับด้านหลังระยะเวลาการผลิต : 60 วันหมายเหตุ : ราคาดังกล่าวรวมค่า รถขนส่ง / ทีมงานยกเก้าอี้ลงตามจุด / ค่าน้ำมัน / ค่าที่พัก เรียบร้อยแล้ว,40.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_215,__export__.product_template_11623_43c763ab,2.วัดพระธาตุดอยสุเทพ จ.เชียงใหม่ ปีมะแม (แพะ),30.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_216,__export__.product_template_11623_43c763ab,3.วัดพระสิงห์ จ.เชียงใหม่ ปีมะโรง (งูใหญ่),50.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_217,__export__.product_template_11623_43c763ab,4.วัดเกตการาม จ.เชียงใหม่ ปีจอ (สุนัข),20.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_218,__export__.product_template_11623_43c763ab,5.วัดพันเตา จ.เชียงใหม่ ปีมะเมีย (ม้า),30.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_219,__export__.product_template_11623_43c763ab,6.วัดเจ็ดยอด จ.เชียงใหม่ ปีมะเส็ง (งูเล็ก),30.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_220,__export__.product_template_11623_43c763ab,7.วัดพระธาตุดอยตุง จ.เชียงราย ปีกุน (หมู),30.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_221,__export__.product_template_11623_43c763ab,8.วัดพระธาตุลำปางหลวง .ลำปาง ปีฉลู (วัว),40.0,9500.0,
mig_po_PO2500800,__export__.res_partner_70695_26d2cf24,PO2500800,,THB,mig_po_line_PO2500800_222,__export__.product_template_11623_43c763ab,9.วัดพระธาตุหริภุญชัย จ.ลำพูน ปีระกา (ไก่),30.0,9500.0,
mig_po_PO2500802,__export__.res_partner_70996_463f5542,PO2500802,,THB,mig_po_line_PO2500802_213,__export__.product_template_11623_43c763ab,"1.สินค้า ""โป๊ยเซียน""ค่าบริการพื่นที่สื่อโฆษณาบนเรือข้ามฟากวัดอรุณ - วัดโพธิ์ จำนวน 1 ลำจุดติดตั้งสื่อโฆษณาตามรายละเอียดดังต่อไปนี้1.ป้ายด้านหน้าเรือ จำนวน 3 ป้าย / ลำ แบ่งตามขนาดดังนี้  1.1 ป้ายขนาด 0.55 x 2.13 เมตร จำนวน 1 ป้าย  1.2 ป้ายขนาด 0.55 x 2.50 เมตร จำนวน 1 ป้าย  1.3 ป้ายขนาด 0.55 x 1.97 เมตร จำนวน 1 ป้าย2.ป้ายด้านท้ายเรือ (ขนาด 0.8 x 2.5 เมตร) จำนวน 2 ป้าย / ลำ3.ป้ายด้านข้างเรือจำนวน 16 ป้าย / ลำ แบ่งตามขนาดดังนี้  3.1 ป้ายขนาด 0.55 x 1.50 เมตร จำนวน 8 ป้าย  3.2 ป้ายขนาด 0.55 x 1.10 เมตร จำนวน 8 ป้าย4.ป้ายสามเหลี่ยมบนหลังคาเรือ (ขนาด 0.8 x 2.5 เมตร) จำนวน 4 ป้าย / ลำ  - ตัด di-cut ตามแบบสูงจากขอบป้ายด้านบนไม่เกิน 10 ซม.5.หลอดยาดมติดเสาเรือ (ขนาดสูงไม่เกิน 50 ซม.) จำนวน 3 หลอดรวมเป็นจำนวนเงิน 150,000 บาท / เดือน ส่วนลดพิเศษ 35% เหลือ 97,500 บาท / เดือนระยะเวลา 12 เดือน (วันที่ 1พฤศจิกายน 2568 ถึง วันที่ 31 ตุลาคม 2569)",9.0,150000.0,
mig_po_PO2500804,__export__.res_partner_270737_f1eb62c2,PO2500804,,THB,mig_po_line_PO2500804_211,__export__.product_template_11623_43c763ab,1. Service BOI for Investment in Thailand By Privilege and Investment capital     - Investment project>500MBhtService of BOI by Man-Hours base Scope of Service  1.1 Consult on BOI new project apply by validate business group.  1.2 Prepare documents for apply BOI promotion.2. Implement BOI incentive for BOI Announcement 2025  2.1 Consult for report Project progress Report in February and July before Project Operation Start-up.  2.2 Consult for fully utilize previlege for Section 31 CIT excemption.  2.3 Consult for fully utilize previlege fo Section 34 exemption of corporate income tax on the net profit and dividends derived.  2.4 Consult for fully utilize previlege for Section 28/29 exempion/reduction of import duties on machinery.  2.5 Consult for fully utilize previlege for Section 36 exemption of import duty on raw or essential materials imported for use in production for export.  2.6 Consult for Project Operation Start-up.,1.0,1000000.0,
mig_po_PO2500818,__export__.res_partner_70422_15b96f6c,PO2500818,,THB,mig_po_line_PO2500818_204,__export__.product_template_11623_43c763ab,2.LINE OFFICIAL + DATABASE,1.0,1000000.0,
mig_po_PO2500818,__export__.res_partner_70422_15b96f6c,PO2500818,,THB,mig_po_line_PO2500818_205,__export__.product_template_11623_43c763ab,"3.ดูแล Facebook / TikTok / YouTube เดือนมกราคม-มิถุนายน 2569(สำหรับระยะเวลา 6 เดือน ราคาปกติ 720,000 บาท)",1.0,660000.0,
mig_po_PO2500818,__export__.res_partner_70422_15b96f6c,PO2500818,,THB,mig_po_line_PO2500818_203,__export__.product_template_11623_43c763ab,"กิจกรรมและสื่อประชาสัมพันธ์ สินค้าโป๊ยเซียน ปี 25691.Vlog ""โป๊ยเซียน History"" จำนวน 26 ตอน",1.0,3420000.0,
mig_po_PO2500823,__export__.res_partner_70428_1caa3b10,PO2500823,,THB,mig_po_line_PO2500823_202,__export__.product_template_11628_efef21c3,ค่าเช่ารถยนต์ TOYOTA Yaris Ativ 1.2 Preminm AT ทะเบียน 6ขห2094,56.2,12305.0,
mig_po_PO2500869,__export__.res_partner_70422_15b96f6c,PO2500869,,THB,mig_po_line_PO2500869_197,__export__.product_template_11623_43c763ab,2.ค่าขนส่งเก้าอี้ จากชายฝั่งไปยังเกาะ,1.0,200000.0,
mig_po_PO2500869,__export__.res_partner_70422_15b96f6c,PO2500869,,THB,mig_po_line_PO2500869_196,__export__.product_template_11623_43c763ab,"ค่าดำเนินการขนส่ง เก้าอี้โป๊ยเซียน Go Green Together จำนวน 45 ตัว1.ค่าขนส่งเก้าอี้ จากจังหวัดลำพูน ไปอุทยาน ฯ (กระบี่, พังงา, ภูเก็ต)",1.0,960000.0,
mig_po_PO2500897,__export__.res_partner_71184_f6dddec3,PO2500897,,THB,mig_po_line_PO2500897_193,__export__.product_template_11623_43c763ab,โครงการเสริมสร้างการศึกษาผ่านสื่อการเรียนรู้ในรูปแบบบอร์ดเกม สำหรับ 90 โรงเรียน,1.0,2407500.0,
mig_po_PO2500898,__export__.res_partner_71184_f6dddec3,PO2500898,,THB,mig_po_line_PO2500898_191,__export__.product_template_11623_43c763ab,โครงการ Power of love สำหรับ 410 โรงเรียน,1.0,2193500.0,
