PO Number,Vendor Ref,Vendor Name,Vendor ID (DB),Product Code,Product Name,Product Template ID (DB),Open Qty,Unit Price,Source Currency,Odoo Currency,Delivery Date
PO2600008,831,บริษัท มณฑรัตน์ เทรดดิ้ง จำกัด,70660.0,900016,"เคสกันกระแทกสำหรับ Tablet (Rugged boot for 8""ET401 Tablet)",8117.0,5.0,4000.0,THB,THB,
PO2600008,831,บริษัท มณฑรัตน์ เทรดดิ้ง จำกัด,70660.0,900016,D-clips หูเกี่ยวสายคล้อง (คู่),8117.0,5.0,1100.0,THB,THB,
PO2600008,831,บริษัท มณฑรัตน์ เทรดดิ้ง จำกัด,70660.0,900016,Universal shoulder strap สายคล้องไหล่,8117.0,5.0,600.0,THB,THB,
PO2600008,831,บริษัท มณฑรัตน์ เทรดดิ้ง จำกัด,70660.0,900023,"บริการเสริม Zebra OneCare,Essential สำหรับ Zebra ET401",8114.0,5.0,9200.0,THB,THB,
PO2501005,759,บริษัท ช้างไท เอ็นเทอร์เทนเมนท์ จำกัด,70476.0,900011,"ค่าโฆษณาคลื่น FM90 ลูกทุ่งรักไทยระยะเวลา ( ม.ค. - ธ.ค. 69 ) รวม 12 เดือนรายละเอียดสิ่งที่ได้รับต่อเดือน1.) สปอตวิทยุ ความยาว 30 วิ. (6 ครั้ง/วัน/จ.-อ.)2.) Jingle+PR 1 นาที (2 ครั้ง/วัน/จ.-อา)3.) ผลิต Scoop*4 version ความยาว 1 นาที (1 ครั้ง/วัน จ.- อา)แถม Banner Ad เพจข่าวลูกทุ่ง (4 ครั้ง/เดือน)แภม พิเศษ สื่อวิทยุ + ออนไลน์ ใช้ 2 เดือน (พ.ย. - ธ.ค.69 )  1.) สปอตวิทยุ ความยาว 30 วิ. (2 ครั้ง/วัน/จ.อ.)  2.) Jingie+PR 1 นาที ( 1 ครั้ง/วัน/จ.-อา)   3.) Banner Ad เพจข่าวลูกทุ่ง (2 ครั้ง/เดือน)แถม กิจกรรมลูกทุ่งฮอลิเดย์ (Co Sponsor) 3 ครั้ง (มี.ค.,ก.ค.,ต.ค.69)       กิจกรรมลูกทุ่งฮอลิเดย์ Exclusive โป๊ยเซียน 1 ครั้ง",8120.0,11.0,125000.0,THB,THB,
PO2501002,260,บริษัท สหยูนิคอร์กรุ๊ป จำกัด,70742.0,900023,บริการกำจัดปลวก แบบปีต่อปี- บริการ 2 เดือนครั้ง- เริ่ม 1 ม.ค.2569 ถึง 31 ธ.ค.2569 (1ปี),8114.0,1.0,38500.0,THB,THB,
PO2501001,260,บริษัท สหยูนิคอร์กรุ๊ป จำกัด,70742.0,900023,บริการกำจัดปลวก แบบปีต่อปี- บริการ 2 เดือนครั้ง- เริ่ม 1 ม.ค.2569 ถึง 31 ธ.ค.2569 (1ปี),8114.0,1.0,37075.5,THB,THB,
PO2500989,737,บริษัท เวือร์ท (ประเทศไทย)จำกัด,70908.0,900016,10 07149211     ปืนเป่าลม ระบบลม     ปืนเป่าลมปากงอยาว 90 มม(ด้ามสีดำ),8117.0,6.0,750.0,THB,THB,
PO2500988,316,บริษัท เจดับบลิวเทค จำกัด,70842.0,900010,197387  PUN-H-12X-BL; Plastic tubing,8165.0,50.0,88.0,THB,THB,
PO2500988,316,บริษัท เจดับบลิวเทค จำกัด,70842.0,900010,8113152  NPQE-T-Q12-E-P10; Push-in T connector,8165.0,20.0,149.0,THB,THB,
PO2500974,797,บริษัท แอดซ์ เจ้าพระยา จำกัด,70996.0,900023,"สินค้า ""โป๊ยเซียน""ค่าบริการพื้นที่สื่อโฆษณาบนเรือริว่าเอ็กซ์เพลส จำนวน 1 ลำจุดติดตั้งสื่อโฆษณาตามรายละเอียดดังต่อไปนี้1.รอบนอกเรือ จำนวน 1 ลำ2.ป้ายด้านในเรือชั้น 1 จำนวน 9 ป้าย / ลำ3.ป้ายด้านหลังเก้าอี้ชั้น 2 จำนวน 10 ป้าย / ลำ  - แถมฟรี ป้ายหลังเก้าอี้ชั้น 2 เพิ่มอีก 2 ป้าย รวมจำนวน 12 ป้ายรวมเป็นจำนวนเงิน 230,000 บาท / เดือน ส่วนลดพิเศษ 80,000 บาท เหลือ 150,000 บาท / เดือนระยะเวลา 12 เดือน(วันที่ 1 มกราคม 2569 ถึง วันที่ 31 ธันวาคม 2569)",8114.0,11.0,230000.0,THB,THB,
PO2500947,344,บริษัท เมทเล่อร์-โทเลโด (ประเทศไทย) จำกัด,70887.0,900001,1. Model Type: Spectrophotometer UV5 L8030Serial Number: C104028564Item No. 101 : Basic Care Full Preventive Maintenance OnSite,8630.0,1.0,9310.0,THB,THB,
PO2500947,344,บริษัท เมทเล่อร์-โทเลโด (ประเทศไทย) จำกัด,70887.0,900001,Item No. 104 : Calibrate SCC,8630.0,1.0,18240.0,THB,THB,
PO2500947,344,บริษัท เมทเล่อร์-โทเลโด (ประเทศไทย) จำกัด,70887.0,900001,2. Model Type: SevenDirect SD23 L8036Serial Number: C321199971Item No. 201 : Calibrate SCC*หมายเหตุ: เดือนที่จะเข้าทำงาน 03.2026,8630.0,1.0,5415.0,THB,THB,
PO2500932,937,บริษัท แบ่งค้อเฆี่ยน จำกัด,270761.0,900023,1.งานออกแบบและทำต้นแบบยาดม,8114.0,2.0,251750.0,THB,THB,
PO2500932,937,บริษัท แบ่งค้อเฆี่ยน จำกัด,270761.0,900023,2.แม่พิมพ์ AYT กระปุก และฝาแบบ Twist-lock,8114.0,1.0,370000.0,THB,THB,
PO2500932,937,บริษัท แบ่งค้อเฆี่ยน จำกัด,270761.0,900023,3.แม่พิมพ์ NKR กระปุก และฝาแบบ Twist-lock,8114.0,1.0,260000.0,THB,THB,
PO2500932,937,บริษัท แบ่งค้อเฆี่ยน จำกัด,270761.0,900023,4.แม่พิมพ์ ตัวกรอง (ใช้ร่วมกันทั้ง 2 แบบ),8114.0,1.0,48000.0,THB,THB,
PO2500932,937,บริษัท แบ่งค้อเฆี่ยน จำกัด,270761.0,900023,5.แม่พิมพ์ ฐานและหลอดบรรจุไส้ยาดม (ใช้ร่วมกันทั้ง 2 แบบ),8114.0,1.0,270000.0,THB,THB,
PO2500932,937,บริษัท แบ่งค้อเฆี่ยน จำกัด,270761.0,900023,"6.ชิ้นงาน AYT,NKR จำนวนแบบละ 10,000 ชุด ในชุดประกอบด้วย กระปุก, ฝา, ตัวกรอง และฐาน",8114.0,20000.0,52.3,THB,THB,
PO2500930,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,"1.ค่าแรง Supervisor สำหรับ ประสานงาน / ดูแลทีมงาน (1 คน)  1.1 ค่าแรงสำหรับวันทำงาน (วันละ 2,500 บาท x 1 คน = 2,500 บาท / วัน)",8114.0,2.0,2500.0,THB,THB,
PO2500930,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,"2.ค่าแรง Staff สำหรับทำกิจกรรม (2 คน)  2.2 ค่าแรงสำหรับวันทำงาน ( วันละ 1,800 บาท x 2 คน = 3,600 บาท / วัน)",8114.0,2.0,3600.0,THB,THB,
PO2500930,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,"3.ค่ารถกระบะ + Staff คนขับ (รวมค่าน้ำมัน และค่าทางด่วนแล้ว)  3.1 ค่าแรงสำหรับวันทำงาน (วันละ 6,000 บาท x 1 คัน = 6,000 บาท / วัน)",8114.0,1.5,6000.0,THB,THB,
PO2500930,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,4.ค่าเช่าเครื่องเสียง (ลำโพง / ไมค์),8114.0,1.0,900.0,THB,THB,
PO2500930,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,5.ค่าอาหาร + เครื่องดื่ม สำหรับทีมงาน,8114.0,1.0,2000.0,THB,THB,
PO2500898,731,เมธา เจริญธนาวัฒน์,71184.0,900023,โครงการ Power of love สำหรับ 410 โรงเรียน,8114.0,1.0,2193500.0,THB,THB,
PO2500897,731,เมธา เจริญธนาวัฒน์,71184.0,900023,โครงการเสริมสร้างการศึกษาผ่านสื่อการเรียนรู้ในรูปแบบบอร์ดเกม สำหรับ 90 โรงเรียน,8114.0,1.0,2407500.0,THB,THB,
PO2500851,17,บริษัท เอจิเลนต์ เทคโนโลยีส์ (ประเทศไทย) จำกัด,70916.0,900001,1. Model Description: Cary 630 FTIRService Description: CROSSLAB PREVENTIVE MAINTENANCESerial Number: US11380773Model Description: Cary 630 FTIR Instrument ZnSeSerial Number: US11452084Model Description: Cary 630 1B Diamond ATR Module ZnSeSerial Number: US11443057Model Description: Cary 630 DialPath Custom PL 30-1000u (3),8630.0,1.0,36432.0,THB,THB,
PO2500851,17,บริษัท เอจิเลนต์ เทคโนโลยีส์ (ประเทศไทย) จำกัด,70916.0,900001,2. Model Description: Cary 630 FTIRService Description: CROSSLAB OQSerial Number: US11380773Model Description: Cary 630 FTIR Instrument ZnSeSerial Number: US11452084Model Description: Cary 630 1B Diamond ATR Module ZnSeSerial Number: US11443057Model Description: Cary 630 DialPath Custom PL 30-1000u (3)*หมายเหตุ : สอบเทียบ ปี 2026,8630.0,1.0,43356.0,THB,THB,
PO2500831,237,บริษัท วายซีเอช กรุ๊ป จำกัด,70706.0,900071,Part For Auto Blister YCH 700-200CPL เครื่อง อัดใหญ่ Mc3. ใช้งานร่วมกับใบสั่งซื้อเลขที่ของเครื่องจักร QTT-23-12-026-R3 13/03/24,8353.0,1.0,143900.0,THB,THB,
PO2500823,713,บริษัท กรุงไทยคาร์เร้นท์ แอนด์ ลีส จำกัด (มหาชน),70428.0,900018,ค่าเช่ารถยนต์ TOYOTA Yaris Ativ 1.2 Preminm AT ทะเบียน 6ขห2094,8119.0,56.2,12305.0,THB,THB,
PO2500804,913,บริษัท หรรษา 62 จำกัด,270737.0,900023,1. Service BOI for Investment in Thailand By Privilege and Investment capital     - Investment project>500MBhtService of BOI by Man-Hours base Scope of Service  1.1 Consult on BOI new project apply by validate business group.  1.2 Prepare documents for apply BOI promotion.2. Implement BOI incentive for BOI Announcement 2025  2.1 Consult for report Project progress Report in February and July before Project Operation Start-up.  2.2 Consult for fully utilize previlege for Section 31 CIT excemption.  2.3 Consult for fully utilize previlege fo Section 34 exemption of corporate income tax on the net profit and dividends derived.  2.4 Consult for fully utilize previlege for Section 28/29 exempion/reduction of import duties on machinery.  2.5 Consult for fully utilize previlege for Section 36 exemption of import duty on raw or essential materials imported for use in production for export.  2.6 Consult for Project Operation Start-up.,8114.0,1.0,1000000.0,THB,THB,
PO2500802,797,บริษัท แอดซ์ เจ้าพระยา จำกัด,70996.0,900023,"1.สินค้า ""โป๊ยเซียน""ค่าบริการพื่นที่สื่อโฆษณาบนเรือข้ามฟากวัดอรุณ - วัดโพธิ์ จำนวน 1 ลำจุดติดตั้งสื่อโฆษณาตามรายละเอียดดังต่อไปนี้1.ป้ายด้านหน้าเรือ จำนวน 3 ป้าย / ลำ แบ่งตามขนาดดังนี้  1.1 ป้ายขนาด 0.55 x 2.13 เมตร จำนวน 1 ป้าย  1.2 ป้ายขนาด 0.55 x 2.50 เมตร จำนวน 1 ป้าย  1.3 ป้ายขนาด 0.55 x 1.97 เมตร จำนวน 1 ป้าย2.ป้ายด้านท้ายเรือ (ขนาด 0.8 x 2.5 เมตร) จำนวน 2 ป้าย / ลำ3.ป้ายด้านข้างเรือจำนวน 16 ป้าย / ลำ แบ่งตามขนาดดังนี้  3.1 ป้ายขนาด 0.55 x 1.50 เมตร จำนวน 8 ป้าย  3.2 ป้ายขนาด 0.55 x 1.10 เมตร จำนวน 8 ป้าย4.ป้ายสามเหลี่ยมบนหลังคาเรือ (ขนาด 0.8 x 2.5 เมตร) จำนวน 4 ป้าย / ลำ  - ตัด di-cut ตามแบบสูงจากขอบป้ายด้านบนไม่เกิน 10 ซม.5.หลอดยาดมติดเสาเรือ (ขนาดสูงไม่เกิน 50 ซม.) จำนวน 3 หลอดรวมเป็นจำนวนเงิน 150,000 บาท / เดือน ส่วนลดพิเศษ 35% เหลือ 97,500 บาท / เดือนระยะเวลา 12 เดือน (วันที่ 1พฤศจิกายน 2568 ถึง วันที่ 31 ตุลาคม 2569)",8114.0,9.0,150000.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,1.ราคาผลิต เก้าอี้วัดพระธาตุประจำปีเกิด รายชื่อวัดดังนี้   1.วัดพระธาตุจอมทอง จ.เชียงใหม่ ปีชวด (หนู),8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,2.วัดพระธาตุดอยสุเทพ จ.เชียงใหม่ ปีมะแม (แพะ),8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,3.วัดพระสิงห์ จ.เชียงใหม่ ปีมะโรง (งูใหญ่),8114.0,50.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,4.วัดเกตการาม จ.เชียงใหม่ ปีจอ (สุนัข),8114.0,20.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,5.วัดพันเตา จ.เชียงใหม่ ปีมะเมีย (ม้า),8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,6.วัดเจ็ดยอด จ.เชียงใหม่ ปีมะเส็ง (งูเล็ก),8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,7.วัดพระธาตุดอยตุง จ.เชียงราย ปีกุน (หมู),8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,8.วัดพระธาตุลำปางหลวง .ลำปาง ปีฉลู (วัว),8114.0,40.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,9.วัดพระธาตุหริภุญชัย จ.ลำพูน ปีระกา (ไก่),8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,10.วัดพระธาตุช่อแฮ จ.แพร่ ปีขาล (เสือ),8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,11.วัดพระธาตุแช่แห้ง จ.น่าน ปีเถาะ (กระต่าย),8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,12.พระธาตุพนม จ.นครพนม ปีวอก (ลิง),8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,13.วัดเจดีย์หลวงวรวิหาร จ.เชียงใหม่,8114.0,10.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,14.วัดพระบรมธาตุไชยา จ.สุราษฎร์ธานี,8114.0,30.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,15.วัดพระบรมธาตุสวี จ.ชุมพร,8114.0,20.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,16.จวนเจ้าเมืองระนอง จ.ระนอง,8114.0,20.0,9500.0,THB,THB,
PO2500800,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,17.วัดพระมหาธาตุวรมหาวิหาร จ.นครศรีธรรมราชวัสดุ : ตัวขาเก้าอี้เป็นอัลลอย ทำจากอลูมิเนียมผสม หล่อขึ้นรูปจากแม่พิมพ์       : พนักพิงเป็นแผ่นคอมโพสิตฉลุเลเซอร์ หนา 4 มิลลิเมตร       : ฐานที่นั่งเป็นกล่องอลูมิเนียม ขนาด 2.5 นิ้ว / หนา 5/8 นิ้ว พ่นสีน้ำตาลขนาด : กว้าง 120 x สูง 85 x ลึก 53 CM.โลโก้ : โลโก้เป็นตัวหนังสือ ฉลุ ใช้แผ่นปิดด้านหลัง แล้วพ่นสีทับด้านหลังระยะเวลาการผลิต : 60 วันหมายเหตุ : ราคาดังกล่าวรวมค่า รถขนส่ง / ทีมงานยกเก้าอี้ลงตามจุด / ค่าน้ำมัน / ค่าที่พัก เรียบร้อยแล้ว,8114.0,40.0,9500.0,THB,THB,
PO2500748,909,บริษัท สยาม ออโตเมชั่น ฟิลด์ เอ็นจิเนียริ่ง จำกัด,263374.0,900071,POY-SIAN IOT Mornitoring,8353.0,1.0,1204300.0,THB,THB,
PO2500747,909,บริษัท สยาม ออโตเมชั่น ฟิลด์ เอ็นจิเนียริ่ง จำกัด,263374.0,900071,POY-SIAN HOT FOIL STAMPING MACHINE No5,8353.0,1.0,3600000.0,THB,THB,
PO2500747,909,บริษัท สยาม ออโตเมชั่น ฟิลด์ เอ็นจิเนียริ่ง จำกัด,263374.0,900071,POY-SIAN HOT FOIL STAMPING MACHINE No6,8353.0,1.0,3600000.0,THB,THB,
PO2500746,909,บริษัท สยาม ออโตเมชั่น ฟิลด์ เอ็นจิเนียริ่ง จำกัด,263374.0,900071,POY-SIAN HOT FOIL STAMPING MACHINE No3,8353.0,1.0,3600000.0,THB,THB,
PO2500746,909,บริษัท สยาม ออโตเมชั่น ฟิลด์ เอ็นจิเนียริ่ง จำกัด,263374.0,900071,POY-SIAN HOT FOIL STAMPING MACHINE No4,8353.0,1.0,3600000.0,THB,THB,
PO2500745,909,บริษัท สยาม ออโตเมชั่น ฟิลด์ เอ็นจิเนียริ่ง จำกัด,263374.0,900071,Goldmint Inspection Borneol,8353.0,1.0,2824100.0,THB,THB,
PO2500744,909,บริษัท สยาม ออโตเมชั่น ฟิลด์ เอ็นจิเนียริ่ง จำกัด,263374.0,900071,Goldmint Automatic borneol Liquid Filling Machine(กำลังการผลิตไม่ต่ำกว่า 100 Pcs/min),8353.0,1.0,8136400.0,THB,THB,
PO2500683,114,ห้างหุ้นส่วนจำกัด ดี สเตเบิ้ล,71124.0,900015,แบตเตอรี่ ขนาด 24V 75Ah แบตฯลิเธียม,8116.0,1.0,29040.0,THB,THB,
PO2500683,114,ห้างหุ้นส่วนจำกัด ดี สเตเบิ้ล,71124.0,900015,ตู้ชาร์จ ขนาด 24V 30 Ah,8116.0,1.0,9500.0,THB,THB,
PO2500683,114,ห้างหุ้นส่วนจำกัด ดี สเตเบิ้ล,71124.0,900015,น้ำมันเฟืองท้าย,8116.0,1.0,180.0,THB,THB,
PO2500683,114,ห้างหุ้นส่วนจำกัด ดี สเตเบิ้ล,71124.0,900015,ค่าน้ำมัน HDY.,8116.0,5.0,180.0,THB,THB,
PO2500683,114,ห้างหุ้นส่วนจำกัด ดี สเตเบิ้ล,71124.0,900015,ค่าแรง,8116.0,1.0,800.0,THB,THB,
PO2500648,797,บริษัท แอดซ์ เจ้าพระยา จำกัด,70996.0,900023,"สินค้า ""โป๊ยเซียน""ต่อสัญญาค่าบริการพื้นที่สื่อโฆษณาบนเรือข้ามฟาก (วังหลัง - ท่าช้าง / ท่ามหาราช / ท่าพระจันทร์) จำนวน 1 ลำจุดติดตั้งสื่อโฆษณา รายละเอียดดังต่อไปนี้1.ด้านหน้าและขอบรอบเรือทั้งลำ2.ป้ายสามเหลี่ยมบนหลังคาเรือ (ขนาด 0.8 x 2.5 เมตร) จำนวน 2 ด้าน / ป้าย3.ป้ายด้านข้างเรือ (ขนาด 0.6 x 1.5 เมตร) จำนวน 8 ป้าย / ลำระยะเวลา 12 เดือน(วันที่ 1 กันยายน 2568 ถึง วันที่ 31 สิงหาคม 2569)",8114.0,7.0,100000.0,THB,THB,
PO2500645,888,บริษัท เรียล สมาร์ท จำกัด (มหาชน),70895.0,900023,"Social Monitoring Service for POY-SIAN(Data Source from Thailand)Period of Service 6 Months (1 Sep 25 - 28 Feb 26)DTS-001 : Social Monitoring ServicesScope of workSoftware - Social Listening Tool - Monitor about POY-SIAN and 7 Competitors (หงส์ไทย, Peppermint field, ถ้วยทอง, Vapex, Dumble inhaler, Pastel, Black inhaler) in social online channels - Social Monitoring from Facebook Fanpage, X, Tiktok, Instagram, Pantip, Web board, Blog, News - Max Messages : 50,000 messagea per month (300,000 messages per 6 months) - Unlimited Keywords but under the terms of Real SmartRealSmart+Application on Mobile (for Alert Case) - Display the filtered monitoring output from the social monitoring tool - Include 4 Features : Alert, Watch, Crisis, and Trend - 5 log-in userTeams - Data Cleansing & Analysis by Human - Monitoring from 9.00 a.m. - 6.00 p.m. Mon to Sun including weekends & public holidaysReport - Daily Monitoring Report - Monthly Monitoring",8114.0,2.0,160000.0,THB,THB,
PO2500540,899,บริษัท สามหกห้า อินโฟเทค จำกัด,70743.0,900023,โครงการพัฒนาระบบวางแผนและการจัดการฐานข้อมูลในองค์กร แบบครบวงจร-ค่าพัฒนาระบบการจัดการฐานข้อมูลในองค์กรแบบครบวงจรขอบเขตงานโครงการ-ดำเนินการวิเคราะห์ ออกแบบ และพัฒนาระบบงาน ดำเนินการวางแผนและการจัดการฐานข้อมูลในองค์กรแบบครบวงจร-ระยะเวลาในการดำเนินการ 240 วัน และใช้ทรัพยากรบุคลากรทั้งหมด 360 mandays***รายละเอียดอ้างอิงตามเอกสาร Project Proposal-ราคานี้ไม่รวมค่า Odoo Licenses สำหรับใช้งานตามจริง US$ 25.50/User/Month ซึ่งจะมีการเสนอราคาให้ลูกค้าหลังส่งมอบระบบ-ราคานี้ไม่รวม Server หรือ Cloud สำหรับติดตั้งระบบ,8114.0,1.0,2800000.0,THB,THB,
PO2500534,625,บริษัท เอที ออโต้ เทรดดิ้ง จำกัด,70918.0,900071,เครื่องบรรจุพิมเสน 5 CC 140  pcs/min,8353.0,1.0,11815000.0,THB,THB,
PO2500530,35,บริษัท โคเน่เครนส์ แมททีเรียล แฮนด์ลิง (ประเทศไทย) จำกัด,71012.0,900023,MAINMAN Planned MaintenanceSingle girder EOT-1 trolley wire rope hoist,8114.0,1.0,4500.0,THB,THB,
PO2500530,35,บริษัท โคเน่เครนส์ แมททีเรียล แฮนด์ลิง (ประเทศไทย) จำกัด,71012.0,900023,LOAD Test-Bridge and Gantry Cranes-THA Single girder EOT-1 trolley wire rope hoist,8114.0,1.0,5000.0,THB,THB,
PO2500528,831,บริษัท มณฑรัตน์ เทรดดิ้ง จำกัด,70660.0,900023,ค่าที่ปรึกษาโครงการวิเคราะห์ ออกแบบ พัฒนาและติดตั้ง ระบบวางแผนและการจัดการฐานข้อมูลในองค์กรแบบครบวงจรแบ่งชำระ 5 งวด ดังนี้งวดที่ 1 ชำระ 20% ชำระทันทีเมื่อตกลงว่าจ้างงวดที่ 2 ชำระ 20% เมื่อทีมพัฒนาได้ดำเนินการวิเคราะห์และออกแบบระบบเรียบร้อยงวดที่ 3 ชำระ 25% เมื่อทีมพัฒนาได้ดำเนินการพัฒนาระบบและส่งมอบระบบ Accounting Management System เรียบร้อยงวดที่ 4 ชำระ 25% เมื่อทีมพัฒนาได้ดำเนินการพัฒนาระบบและส่งมอบระบบ1.Sales Management System2.Purchase Management System3.Inventory Management System4.Manufacturing Management System5.UAT Test Casesงวดที่ 5 ชำระ 10% เมื่อทีมพัฒนาได้ดำเนินการอบรมการใช้งาน และ สามารถ Go Live ระบบได้,8114.0,1.0,1712000.0,THB,THB,
PO2500515,825,นายชาลี  มานะวานิช,70373.0,900073,แอร์ชนิดแขวนใต้ฝ้า รุ่น 42TGV0361CP/38TGV0361A1 ขนาด 36000 BTU,8359.0,1.0,46700.0,THB,THB,
PO2500515,825,นายชาลี  มานะวานิช,70373.0,900023,ค่าบริการติดตั้งแอร์แขวนใต้ฝ้า ขนาด 36000 BTU,8114.0,1.0,6500.0,THB,THB,
PO2500509,662,บริษัท ดรีม 168 จำกัด,70510.0,900011,"ค่าโฆษณา Air Bus Half Wrap ราคา 20,500.- ต่อคัน จำนวน 10 คัน- NGV เส้นทางที่ 1 1-38 (60) สวนสยาม-ปากคลองตลาด จำนวน 2 คัน- EURO เส้นทางที่ 21-40 (93) หมู่บ้านนักกีฬา-สี่พระยา จำนวน 1 คัน- EV เส้นทางที่ 33-1 ปากน้ำ-ท่าเรือสะพานพุทธ จำนวน 2 คัน- EV เส้นทางที่ 43-11 มหาวิทยาลัยรามคำแหง วิทยาเขตบางนา-ท่าช้าง จำนวน 2 คัน- EV เส้นทางที่ 54-39 สถานีขนส่งผู้โดยสารกรุงเทพ (ถนนบรมราชชนนี)-สถานีขนส่งผู้โดยสารกรุงเทพ (เอกมัย) จำนวน 1 คัน- EV เส้นทางที่ 64-55 สถานี้รถไฟฟ้าศาลายา-สถานีรถไฟฟ้าสนามกีฬาแห่งชาติ จำนวน 2 คัน",8120.0,5.0,205000.0,THB,THB,
PO2500493,633,บริษัท จี.ดี. โปรแพค จำกัด,70464.0,900071,1.บล็อคหัวเพชร จำนวน 2 ลูก2.บล็อคเลเซอร์ จำนวน 3 ลูก,8353.0,1.0,0.0,THB,THB,
PO2500398,275,บริษัท ออฟฟิศเมท (ไทย) จำกัด,70761.0,900015,Himel Cable Tie T8 (20cm x 4.8mm) 100/pack,8116.0,2.0,570.09,THB,THB,
PO2500381,227,ห้างหุ้นส่วนจำกัด รุ่งโรจน์ เซอร์วิส เอ็นจิเนียริ่ง,71144.0,900009,Motor Condensing แบบมรปีกนกขนาด 1/4 HP,8166.0,1.0,2500.0,THB,THB,2025-05-21
PO2500376,831,บริษัท มณฑรัตน์ เทรดดิ้ง จำกัด,70660.0,900023,ค่าเช่าบริการอินเตอร์เน็ตไฟเบอร์ พร้อม Fixed IP รายเดือน- บริการอินเตอร์เน็ตความเร็วสูงสุด (ดาวน์โหลด/อัพโหลด) 500/500 Mbps- มี Ficed IP 1 IP Address- กรณีลูกค้าพบปัญหาการใช้งาน สามารถติดต่อ 1740 ได้ตลอด 24 ชม. หลังได้รับแจ้ง มีบริการแก้ปัญหาโดยทีมช่างผู้เชี่ยวชาญภายใน 12 ชม.  และ บริการซ่อมสายไฟเบอร์ ภายใน 24 ชม.- รับสิทธิ์ยืมอุปกรณ์ โดยผู้ใช้บริการต้องคืนอุปกรณ์เมื่อสิ้นสุดการใช้บริการ,8114.0,13.0,2500.0,THB,THB,
PO2500353,875,บริษัท แปซิฟิค คอร์ปอเรชั่น จำกัด,70975.0,900011,โครงการ 88 ปี โป๊ยเซียน 8 ทิศ 8 ภาษา มหัศจรรย์แห่งการเดินทางจัดทำกิจกรรม : ทริปพาเที่ยวปลอดภัย และสื่อประชาสัมพันธ์สถานีวิทยุ จส.100 สื่อวิทยุ และสื่อออนไลน์Period : เมษายน 2568-มกราคม 2569 (10เดือน),8120.0,1.0,1000000.0,THB,THB,
PO2500350,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,กิจกรรมแจกกระปุกออมสิน ปั๊ม PT ค่าแรง Supervisor,8114.0,1.0,2500.0,THB,THB,
PO2500350,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,ค่าแรง Staff สำหรับแจกของ,8114.0,2.0,1800.0,THB,THB,
PO2500350,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,ค่าแรง MC,8114.0,1.0,3000.0,THB,THB,
PO2500350,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,ค่าแรง Mascot,8114.0,1.0,3000.0,THB,THB,
PO2500350,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,ค่าแรง พี่เลี้ยง Mascot,8114.0,1.0,1800.0,THB,THB,
PO2500350,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,ค่ารถ 4 ล้อ (เหมาทั้งวัน),8114.0,1.0,6000.0,THB,THB,
PO2500350,656,บริษัท รูท มีเดีย จำกัด,70695.0,900023,ค่ารถตู้ สำหรับ รับ-ส่ง ทีมงาน,8114.0,1.0,4500.0,THB,THB,
