po_no,vendor_ref,vendor_name,product_code,product_name,open_qty,unit_price,currency_src,delivery_date,reason
PO2600095,722,บริษัท กิมไป๊ บรรจุภัณฑ์กระดาษ จำกัด,741,ยาดมPS สามัญ แผง3Lot No.     AA00926Mfg. Date 030326Exp. Date  030329,100000.0,3.13,THB,2026-02-28,missing product; product missing in item master
PO2600095,722,บริษัท กิมไป๊ บรรจุภัณฑ์กระดาษ จำกัด,741,ยาดมPS สามัญ แผง3Lot No.     AA01026Mfg. Date 100326Exp. Date  100329,100000.0,3.13,THB,2026-02-28,missing product; product missing in item master
PO2600095,722,บริษัท กิมไป๊ บรรจุภัณฑ์กระดาษ จำกัด,741,ยาดมPS สามัญ แผง3Lot No.     AA01126Mfg. Date 170326Exp. Date  170329,100000.0,3.13,THB,2026-02-28,missing product; product missing in item master
PO2600095,722,บริษัท กิมไป๊ บรรจุภัณฑ์กระดาษ จำกัด,741,ยาดมPS สามัญ แผง3Lot No.     AA01226Mfg. Date 240326Exp. Date  240329,100000.0,3.13,THB,2026-02-28,missing product; product missing in item master
PO2600096,21,บริษัท ไทย เอ็มโพเรียม อินเตอร์เนชั่นแนล จำกัด,822,ขวดแก้วใสลูกกลิ้ง-ขวด 5cc,500000.0,1.7,THB,2026-02-21,missing product; product missing in item master
PO2600096,21,บริษัท ไทย เอ็มโพเรียม อินเตอร์เนชั่นแนล จำกัด,823,ขวดแก้วใสลูกกลิ้ง-ฝา 5cc,502500.0,2.8,THB,2026-02-21,missing product; product missing in item master
PO2600096,21,บริษัท ไทย เอ็มโพเรียม อินเตอร์เนชั่นแนล จำกัด,824,ขวดแก้วใสลูกกลิ้ง-จุก 5cc,500000.0,1.7,THB,2026-02-21,missing product; product missing in item master
PO2600103,658,บริษัท กรุงเทพ เอ็กซิบิชั่น จำกัด,900023,"ค่าผลิต Mascot 1 คาแรคเตอร์ จำนวน 2 ตัวรายละเอียดดังนี้- เนื้อผ้าขนสัตว์- มีพัดลมข้างใน- เปลี่ยนแถบปอกกลางตัวและขาโดยตีนตุ๊กแก- น้ำหนักโครงเบา- ส่วนสูง (ทั้งตัว) 160 ซม. + ขาคนใส่ (หัวและตัวติดกัน)- ความกว้างของผ้าคาด 15 ซม.- ความยาวส่วนตัว 85 ซม.- ความกว้างแนวขวาง 70-75 ซม.หมายเหตุ : ค่าทำความสะอาด Mascot ในระหว่างการใช้งาน ครั้งละ 3,000 บาท (ราคานี้รวมเก็บรายละเอียดชิ้นงานให้หากมีปัญหาเล็กน้อย เช่น เก็บขอบ หรือ จุดที่ขาดให้)",1.0,125000.0,THB,,missing vendor
PO2600107,355,บริษัท เวิลด์เฮ้าส์ จำกัด,709,ด สีผสมพลาสติก แดง MB1B 175B เข้ม,100.0,355.0,THB,,missing product; product missing in item master
PO2600109,377,บริษัท เอสแอนด์ดี อินดัสทรี้ จำกัด,314,(GMP-0011) กล่องพิมเสนน้ำ RollOn บรรจุ 20  โหล,2000.0,6.15,THB,2026-03-02,missing product; product missing in item master
PO2600109,377,บริษัท เอสแอนด์ดี อินดัสทรี้ จำกัด,318,กล่องพิมเสนน้ำ บรรจุ (12x1) 30 แพ็ค 30 โหล (GMP-0012),2000.0,8.84,THB,2026-03-02,missing product; product missing in item master
PO2600114,97,บริษัท ซันไรส์ เทคโนโลยี จำกัด,990027,[21201-M14x1.5-M]Mold Fitting Nipple (G-Type)201 M14x1.5,400.0,42.25,THB,,missing product
PO2600114,97,บริษัท ซันไรส์ เทคโนโลยี จำกัด,990028,[21201-4]Sockent G-Type 201 d14,400.0,318.5,THB,,missing product
PO2600118,372,บริษัท ฟิลโทรน่า จำกัด,402,"ก้นกรอง (ACT 108x24.7 PD170-6 cuts) จำนวน 250 ลัง(1 ลัง = 22,410 แท่ง x 6 ชิ้น = 134,460 ชิ้น)",33615000.0,0.07,THB,2026-05-21,missing product; product missing in item master
PO2600118,372,บริษัท ฟิลโทรน่า จำกัด,805,เงินมัดจำจ่ายล่วงหน้า,1.0,2353050.0,THB,2026-05-21,missing product; product missing in item master
PO2600119,324,บริษัท เซอร์วิส ซัพพลาย เซ็นเตอร์ จำกัด,298,2.8*5.7CM พิมเสนน้ำ 5CC ไทย(ฉลากสติ๊กเกอร์ พิมเสนPS Roll On สามัญ 5cc),1000000.0,0.12,THB,2026-03-20,missing product; product missing in item master
PO2600120,219,บริษัท รอยซ์ ยูนิเวอร์แซล จำกัด,756,ฟอยด์ A PET 0.250*0380 MM สีใส,15000.0,47.0,THB,,missing product; product missing in item master
PO2600121,2,บริษัท เอ็ชเอ็มซี โปลีเมอส์ จำกัด,716,ด เม็ดพลาสติก RP348N++BIG BAG750Kg,15000.0,36.0,THB,,missing product; product missing in item master
PO2600121,2,บริษัท เอ็ชเอ็มซี โปลีเมอส์ จำกัด,799,ด เม็ดพลาสติก MOPLEN HP648N 750 KG BAG,15000.0,34.0,THB,,missing product; product missing in item master
PO2600122,355,บริษัท เวิลด์เฮ้าส์ จำกัด,687,MB YELLOW-B L-690112/15 PP110NK = 2PHR [STD PT 012C],10.0,480.0,THB,,missing product; product missing in item master
PO2600122,355,บริษัท เวิลด์เฮ้าส์ จำกัด,688,MB BROWN-B L-690112/16 PP1100NK = 2PHR [STD PT6012C],10.0,400.0,THB,,missing product; product missing in item master
PO2600123,206,บริษัท มณีอุดมสุข จำกัด,300,ถุงPPใส่กระปุกPS 1 ใบ4.5x13x1.07mm(PP. ใส 4.5*13*0.065mm),180.0,56.0,THB,2026-03-03,missing product; product missing in item master
PO2600124,377,บริษัท เอสแอนด์ดี อินดัสทรี้ จำกัด,349,กล่องยาดมตราโป๊ยเซียน บรรจุ (4x6) 50 แพ็ค 100 โหล (GMP-0003),2000.0,24.92,THB,2026-03-05,missing product; product missing in item master
PO2600125,230,บริษัท วรกิจออโต้ชริ้งค์แพค จำกัด,323,PVC 135 x 160 x 0.05 - 0.06 โค้ง V.4 เจาะรู 1 รู (บน) (หดสำลี 1 โหล),100.0,115.0,THB,2026-03-09,missing product; product missing in item master
PO2600127,722,บริษัท กิมไป๊ บรรจุภัณฑ์กระดาษ จำกัด,366,ยาดมPS MarkII 3สูตร กล่อง5โหล(ThailandBest),40000.0,3.88,THB,2026-03-15,missing product; product missing in item master
PO2600128,722,บริษัท กิมไป๊ บรรจุภัณฑ์กระดาษ จำกัด,367,ยาดมPS MarkII 3สูตร แผง,300000.0,0.85,THB,2026-03-15,missing product; product missing in item master
PO2600129,27,บริษัท คีย์เอ็นซ์ (ไทยแลนด์) จำกัด,990068,FU-77TZ FIBER PHOTOELECTRIC SENSOR(HEAD),4.0,2500.0,THB,,missing product
PO2600133,615,บริษัท อุตสาหกรรม วินิลเทค จำกัด,320,แคปซีล 3cc Lot No. FA00326Mfg Date 180326Exp Date  180329,600000.0,0.07,THB,2026-03-16,missing product; product missing in item master
PO2600138,271,องค์การสุรา กรมสรรพสามิต,534,L PURE แอลกอฮอลล์ 95%  ถัง 200 ลิตร,40.0,10054.0,THB,,missing product; product missing in item master
PO2600138,271,องค์การสุรา กรมสรรพสามิต,805,เงินมัดจำจ่ายล่วงหน้า,1.0,402160.0,THB,,missing product; product missing in item master
PO2600140,372,บริษัท ฟิลโทรน่า จำกัด,402,"ก้นกรอง (ACT 108x24.7 PD170-6 cuts) จำนวน 250 ลัง(1 ลัง = 22,410 แท่ง x 6 ชิ้น = 134,460 ชิ้น)( 1 แท่งตัดเป็น 6 ชิ้น )",33615000.0,0.0,THB,,missing product; product missing in item master
PO2600140,372,บริษัท ฟิลโทรน่า จำกัด,805,เงินมัดจำจ่ายล่วงหน้า,1.0,0.0,THB,,missing product; product missing in item master
PO2600141,722,บริษัท กิมไป๊ บรรจุภัณฑ์กระดาษ จำกัด,784,ยาดมPS MarkII 3สูตร แผง GHANA,200000.0,0.87,THB,2026-03-21,missing product; product missing in item master
PO2600142,237,บริษัท วายซีเอช กรุ๊ป จำกัด,990072,GRIPPER CHAIN 08B   CHAIN 106-08B,24.0,7500.0,THB,,missing product
PO2600142,237,บริษัท วายซีเอช กรุ๊ป จำกัด,990072,REPLACE+INSTALLATION   3 MANDAYS,1.0,15000.0,THB,,missing product
PO2600146,951,ห้างหุ้นส่วนจำกัด ฟิวเจอร์เจท,900015,HP 151A,3.0,3050.0,THB,,missing vendor
PO2600146,951,ห้างหุ้นส่วนจำกัด ฟิวเจอร์เจท,900015,HP 30A CF230A,4.0,1900.0,THB,,missing vendor
PO2600146,951,ห้างหุ้นส่วนจำกัด ฟิวเจอร์เจท,900015,HP 32A CF-232A,3.0,2300.0,THB,,missing vendor
PO2600146,951,ห้างหุ้นส่วนจำกัด ฟิวเจอร์เจท,900015,HP GT-53 BK,1.0,230.0,THB,,missing vendor
PO2600147,948,บริษัท ซีเอสที ซัพพลายส์ จำกัด,900015,น้ำยาล้างห้องน้ำ 3.8 L กลิ่นพฤกษา 3M,30.0,168.0,THB,,missing vendor
PO2600149,282,บริษัท อันฟอร์ม จำกัด,814,"เสื้อโปโลสีครีม ปัก POYSIAN ""S""",1500.0,250.0,THB,,missing product; product missing in item master
PO2600149,282,บริษัท อันฟอร์ม จำกัด,814,"เสื้อโปโลสีครีม ปัก POYSIAN ""M""",3000.0,250.0,THB,,missing product; product missing in item master
PO2600149,282,บริษัท อันฟอร์ม จำกัด,814,"เสื้อโปโลสีครีม ปัก POYSIAN ""L""",2500.0,250.0,THB,,missing product; product missing in item master
PO2600149,282,บริษัท อันฟอร์ม จำกัด,814,"เสื้อโปโลสีครีม ปัก POYSIAN ""XL""",1000.0,250.0,THB,,missing product; product missing in item master
