id,product_id,company_id,location_id,storage_category_id,lot_id,package_id,owner_id,user_id,create_uid,write_uid,inventory_date,quantity,reserved_quantity,inventory_quantity,inventory_diff_quantity,inventory_quantity_set,in_date,create_date,write_date,accounting_date,expiration_date,removal_date,location_name,location_usage,default_code,product_name
8990,8035,1,199,,,,,2,2,2,2026-12-31,0.000000,1680.000000,0.000000,0.000000,t,2026-01-14 10:34:23,2026-01-14 10:33:52.82193,2026-04-28 03:58:50.298089,,,,GMP/Stock/RM/PL04/None,internal,FG-PSS-PB-01001,"{""en_US"": ""Piggy Bank - Poysian"", ""th_TH"": ""กระปุกออมสินโป๊ยเซียน (1x1)""}"
11636,8215,1,37,,7234,,,2,2,1,2026-12-31,0.000000,0.000000,0.000000,0.000000,t,2026-04-28 04:04:44,2026-02-11 04:09:46.239194,2026-04-28 04:04:44.149581,,2029-02-02 07:21:40.100074,2026-02-02 07:21:40.100074,M-WH/Stock/CARSALEU2,internal,FG-PSS-TH-01002,"{""en_US"": ""Poy-Sian Brand Mark II Inhaler  (Thai Label) 10*6 (5dz)( Each carton contains 20 units )"", ""th_TH"": ""ยาดมโป๊ยเซียน (10x6) 5โหล""}"
11876,8215,1,36,,7242,,,2,2,1,2026-12-31,0.000000,0.000000,0.000000,0.000000,t,2026-04-28 04:04:44,2026-02-24 09:58:02.43316,2026-04-28 04:04:44.149581,,2029-02-09 09:19:51.527692,2026-02-09 09:19:51.527692,M-WH/Stock/CARSALEU1,internal,FG-PSS-TH-01002,"{""en_US"": ""Poy-Sian Brand Mark II Inhaler  (Thai Label) 10*6 (5dz)( Each carton contains 20 units )"", ""th_TH"": ""ยาดมโป๊ยเซียน (10x6) 5โหล""}"
11903,8223,1,41,,7241,,,2,2,1,2026-12-31,0.000000,0.000000,0.000000,0.000000,t,2026-04-28 04:04:44,2026-02-25 03:28:34.922286,2026-04-28 04:04:44.149581,,2029-02-09 09:19:51.341018,2026-02-09 09:19:51.341018,M-WH/Stock/CARSALEU6,internal,FG-PSS-TH-01001,"{""en_US"": ""ยาดมโป๊ยเซียน (1x6) แผง"", ""th_TH"": ""ยาดมโป๊ยเซียน (1x6) แผง""}"
13503,8036,1,9,,7529,,,2,1,1,2026-12-31,10000.000000,0.000000,0.000000,-10000.000000,t,2026-04-21 14:35:36,2026-04-21 14:35:34.77721,2026-04-28 04:04:44.149581,,2029-04-21 14:35:36.723604,2026-04-21 14:35:36.723604,GMP/HOLD-V,internal,PK-CAR-PS-01016,"{""en_US"": ""ลังยาดม PS 100โหล 31x39x58""}"
13505,8036,1,9,,7530,,,2,1,1,2026-12-31,10000.000000,0.000000,0.000000,-10000.000000,t,2026-04-21 14:36:39,2026-04-21 14:36:36.921191,2026-04-28 04:04:44.149581,,2029-04-21 14:36:39.308562,2026-04-21 14:36:39.308562,GMP/HOLD-V,internal,PK-CAR-PS-01016,"{""en_US"": ""ลังยาดม PS 100โหล 31x39x58""}"
13509,8078,1,8,,,,,2,1,1,2026-12-31,200.000000,0.000000,0.000000,-200.000000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 04:04:44.149581,,,,GMP/Stock,internal,PK-CAR-PS-02001,"{""en_US"": ""ลังลูกฟูก 5 ชั้น 100โหล สีครีมส่งนอก 31x39x58""}"
13510,8083,1,8,,,,,2,1,2,2026-12-31,7200.000000,0.000000,0.000000,-7200.000000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-FIL-PS-01002,"{""en_US"": ""ก้นกรอง""}"
13513,8175,1,8,,,,,2,1,1,2026-12-31,10.000000,0.000000,0.000000,-10.000000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 04:04:44.149581,,,,GMP/Stock,internal,PK-BAG-PS-01004,"{""en_US"": ""ถุง PP ใส 9x14 บรรจุ 100 หลอด""}"
13514,8341,1,8,,,,,2,1,2,2026-12-31,1.437710,0.000000,0.000000,-1.437710,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-MBS-WH-00001,"{""en_US"": ""สีผสมพลาสติก สีขาว""}"
13515,8342,1,8,,,,,2,1,2,2026-12-31,0.033600,0.000000,0.000000,-0.033600,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-MBS-PK-00001,"{""en_US"": ""สีผสมพลาสติก สีชมพูสะท้อนแสง""}"
13516,8343,1,8,,,,,2,1,2,2026-12-31,0.016200,0.000000,0.000000,-0.016200,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-MBS-PK-00002,"{""en_US"": ""สีผสมพลาสติก สีชมพูเข้ม""}"
13517,8344,1,8,,,,,2,1,2,2026-12-31,0.016200,0.000000,0.000000,-0.016200,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-MBS-BU-00001,"{""en_US"": ""สีผสมพลาสติก สีน้ำเงิน""}"
13518,8345,1,8,,,,,2,1,2,2026-12-31,0.016200,0.000000,0.000000,-0.016200,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-MBS-VL-00001,"{""en_US"": ""สีผสมพลาสติก สีม่วง""}"
13519,8346,1,8,,,,,2,1,2,2026-12-31,0.016200,0.000000,0.000000,-0.016200,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-MBS-GR-00001,"{""en_US"": ""สีผสมพลาสติก สีเขียว""}"
13520,8347,1,8,,,,,2,1,2,2026-12-31,0.016200,0.000000,0.000000,-0.016200,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-MBS-YL-00001,"{""en_US"": ""สีผสมพลาสติก สีเหลือง""}"
13521,8363,1,8,,,,,2,1,2,2026-12-31,38.146812,0.000000,0.000000,-38.146812,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-PLA-PP-00001,"{""en_US"": ""เม็ดพลาสติก HP648N 750KG""}"
13522,8364,1,8,,,,,2,1,2,2026-12-31,8.208000,0.000000,0.000000,-8.208000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,RM-PLA-PP-00002,"{""en_US"": ""เม็ดพลาสติก RP348N 750Kg""}"
13523,8643,1,8,,,,,2,1,2,2026-12-31,5.760000,0.000000,0.000000,-5.760000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,,"{""en_US"": ""น้ำยาสำหรับผลิต Ps Inhaler (A)""}"
13524,8644,1,8,,,,,2,1,2,2026-12-31,5.760000,0.000000,0.000000,-5.760000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,,"{""en_US"": ""น้ำยาสำหรับผลิต Ps Inhaler (B)""}"
13525,8645,1,8,,,,,2,1,2,2026-12-31,5.760000,0.000000,0.000000,-5.760000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,,"{""en_US"": ""น้ำยาสำหรับผลิต Ps Inhaler (C)""}"
13526,8646,1,8,,,,,2,1,2,2026-12-31,5.760000,0.000000,0.000000,-5.760000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,,"{""en_US"": ""น้ำยาสำหรับผลิต Ps Inhaler (D)""}"
13527,8674,1,8,,,,,2,1,2,2026-12-31,7.920000,0.000000,0.000000,-7.920000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,,"{""en_US"": ""น้ำยา Mark II Solution (A)""}"
13528,8692,1,8,,,,,2,1,2,2026-12-31,7.920000,0.000000,0.000000,-7.920000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,,"{""en_US"": ""น้ำยา Mark II Solution (C)""}"
13529,8694,1,8,,,,,2,1,2,2026-12-31,7.920000,0.000000,0.000000,-7.920000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,,"{""en_US"": ""น้ำยา Mark II Solution (B)""}"
13530,8697,1,8,,,,,2,1,2,2026-12-31,7.920000,0.000000,0.000000,-7.920000,t,2026-04-22 02:18:13,2026-04-22 02:18:12.994543,2026-04-28 03:58:50.298089,,,,GMP/Stock,internal,,"{""en_US"": ""น้ำยา Mark II Solution (D)""}"
13531,8078,1,176,,,,,2,1,2,2026-12-31,200.000000,0.000000,0.000000,-200.000000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,PK-CAR-PS-02001,"{""en_US"": ""ลังลูกฟูก 5 ชั้น 100โหล สีครีมส่งนอก 31x39x58""}"
13532,8083,1,176,,,,,2,1,2,2026-12-31,1200.000000,0.000000,0.000000,-1200.000000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-FIL-PS-01002,"{""en_US"": ""ก้นกรอง""}"
13533,8133,1,176,,,,,2,1,2,2026-12-31,1200.000000,0.000000,0.000000,-1200.000000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-HTF-TW-00002,"{""en_US"": ""ฉลาก HTF MarkII ไต้หวัน ตัวล่าง""}"
13534,8138,1,176,,,,,2,1,2,2026-12-31,1200.000000,0.000000,0.000000,-1200.000000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-HTF-TW-00001,"{""en_US"": ""ฉลาก HTF MarkII ไต้หวัน ตัวบน""}"
13535,8175,1,176,,,,,2,1,2,2026-12-31,10.000000,0.000000,0.000000,-10.000000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,PK-BAG-PS-01004,"{""en_US"": ""ถุง PP ใส 9x14 บรรจุ 100 หลอด""}"
13536,8341,1,176,,,,,2,1,2,2026-12-31,0.239619,0.000000,0.000000,-0.239619,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-MBS-WH-00001,"{""en_US"": ""สีผสมพลาสติก สีขาว""}"
13537,8342,1,176,,,,,2,1,2,2026-12-31,0.005600,0.000000,0.000000,-0.005600,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-MBS-PK-00001,"{""en_US"": ""สีผสมพลาสติก สีชมพูสะท้อนแสง""}"
13538,8343,1,176,,,,,2,1,2,2026-12-31,0.002700,0.000000,0.000000,-0.002700,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-MBS-PK-00002,"{""en_US"": ""สีผสมพลาสติก สีชมพูเข้ม""}"
13539,8344,1,176,,,,,2,1,2,2026-12-31,0.002700,0.000000,0.000000,-0.002700,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-MBS-BU-00001,"{""en_US"": ""สีผสมพลาสติก สีน้ำเงิน""}"
13540,8345,1,176,,,,,2,1,2,2026-12-31,0.002700,0.000000,0.000000,-0.002700,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-MBS-VL-00001,"{""en_US"": ""สีผสมพลาสติก สีม่วง""}"
13541,8346,1,176,,,,,2,1,2,2026-12-31,0.002700,0.000000,0.000000,-0.002700,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-MBS-GR-00001,"{""en_US"": ""สีผสมพลาสติก สีเขียว""}"
13542,8347,1,176,,,,,2,1,2,2026-12-31,0.002700,0.000000,0.000000,-0.002700,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-MBS-YL-00001,"{""en_US"": ""สีผสมพลาสติก สีเหลือง""}"
13543,8363,1,176,,,,,2,1,2,2026-12-31,6.357801,0.000000,0.000000,-6.357801,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-PLA-PP-00001,"{""en_US"": ""เม็ดพลาสติก HP648N 750KG""}"
13544,8364,1,176,,,,,2,1,2,2026-12-31,0.178000,0.000000,0.000000,-0.178000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,RM-PLA-PP-00002,"{""en_US"": ""เม็ดพลาสติก RP348N 750Kg""}"
13545,8643,1,176,,,,,2,1,2,2026-12-31,0.960000,0.000000,0.000000,-0.960000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,,"{""en_US"": ""น้ำยาสำหรับผลิต Ps Inhaler (A)""}"
13546,8644,1,176,,,,,2,1,2,2026-12-31,0.960000,0.000000,0.000000,-0.960000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,,"{""en_US"": ""น้ำยาสำหรับผลิต Ps Inhaler (B)""}"
13547,8645,1,176,,,,,2,1,2,2026-12-31,0.960000,0.000000,0.000000,-0.960000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,,"{""en_US"": ""น้ำยาสำหรับผลิต Ps Inhaler (C)""}"
13548,8646,1,176,,,,,2,1,2,2026-12-31,0.960000,0.000000,0.000000,-0.960000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 03:58:50.298089,,,,GMP/Stock/คลังลอย,internal,,"{""en_US"": ""น้ำยาสำหรับผลิต Ps Inhaler (D)""}"
13549,8674,1,176,,,,,2,1,1,2026-12-31,1.320000,0.000000,0.000000,-1.320000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 04:04:44.149581,,,,GMP/Stock/คลังลอย,internal,,"{""en_US"": ""น้ำยา Mark II Solution (A)""}"
13550,8692,1,176,,,,,2,1,1,2026-12-31,1.320000,0.000000,0.000000,-1.320000,t,2026-04-22 02:19:40,2026-04-22 02:19:40.488862,2026-04-28 04:04:44.149581,,,,GMP/Stock/คลังลอย,internal,,"{""en_US"": ""น้ำยา Mark II Solution (C)""}"
