product_variant_id,product_template_id,default_code,product_name,category,route_id,route_name
8591,8591,FG-PSS-TH-02001,"{""en_US"": ""ยาดมโป๊ยเซียนกล่อง 5 โหล ""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8591,8591,FG-PSS-TH-02001,"{""en_US"": ""ยาดมโป๊ยเซียนกล่อง 5 โหล ""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8592,8592,FG-PSS-TH-02002,"{""en_US"": ""ยาดมโป๊ยเซียนกล่อง 2 โหล ไม่หุ้ม""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8593,8593,FG-PSS-TH-02003,"{""en_US"": ""ยาดมโป๊ยเซียนกล่อง 2 โหล หุ้ม""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8594,8594,FG-PSS-TH-02004,"{""en_US"": ""ยาดมโป๊ยเซียนถุงโหล""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8594,8594,FG-PSS-TH-02004,"{""en_US"": ""ยาดมโป๊ยเซียนถุงโหล""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8011,8011,FG-PSS-TH-02005,"{""en_US"": ""ยาดมโป๊ยเซียน (1x1) 6ชิ้น กล่องขาว""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8556,8556,FG-PSS-TH-03001,"{""en_US"": ""ยาดมโป๊ยเซียนแผง""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8556,8556,FG-PSS-TH-03001,"{""en_US"": ""ยาดมโป๊ยเซียนแผง""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8557,8557,FG-PSS-TH-04001,"{""en_US"": ""ยาดมโป๊ยเซียนชมพูสะท้อนแสง""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8557,8557,FG-PSS-TH-04001,"{""en_US"": ""ยาดมโป๊ยเซียนชมพูสะท้อนแสง""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8558,8558,FG-PSS-TH-04002,"{""en_US"": ""ยาดมโป๊ยเซียนม่วง""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8558,8558,FG-PSS-TH-04002,"{""en_US"": ""ยาดมโป๊ยเซียนม่วง""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8559,8559,FG-PSS-TH-04003,"{""en_US"": ""ยาดมโป๊ยเซียนชมพู""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8559,8559,FG-PSS-TH-04003,"{""en_US"": ""ยาดมโป๊ยเซียนชมพู""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8560,8560,FG-PSS-TH-04004,"{""en_US"": ""ยาดมโป๊ยเซียนฟ้า""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8560,8560,FG-PSS-TH-04004,"{""en_US"": ""ยาดมโป๊ยเซียนฟ้า""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8561,8561,FG-PSS-TH-04005,"{""en_US"": ""ยาดมโป๊ยเซียนเหลือง""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8561,8561,FG-PSS-TH-04005,"{""en_US"": ""ยาดมโป๊ยเซียนเหลือง""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8562,8562,FG-PSS-TH-04006,"{""en_US"": ""ยาดมโป๊ยเซียนเขียว""}",All / FG / ยาดมตราโป๊ยเซียน,53,"{""en_US"": ""Auto Transfer MTS (Pharma)""}"
8562,8562,FG-PSS-TH-04006,"{""en_US"": ""ยาดมโป๊ยเซียนเขียว""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8204,8204,FG-PSS-XX-01001,"{""en_US"": ""Poy-Sian Brand Mark II Inhaler  (Thai Label) (Laos) 10*6 (5dz)\n( Each carton contains 20 units ) "", ""th_TH"": ""ยาดมโป๊ยเซียน (10x6) 5โหล ตปท""}",All / FG / ยาดมตราโป๊ยเซียน,60,"{""en_US"": ""Auto Transfer Semi (Pharma)""}"
8241,8241,FG-XXX-XX-0,"{""en_US"": ""ยาหม่อง PS พญายอ 22g (1x1)""}",All / RM / สารเคมี,57,"{""en_US"": ""Auto Transfer RM (Pharma)""}"
