Product ID,Product,Routes
8861,ยาดมพีเป๊กซ์ สีแดง(2x6)30U,Buy
8579,[FG-PPR-TH-04001] ยาดมพีเป๊กซ์แดง,Manufacture (Pharma)
8196,[FG-PPR-TH-01005] ยาดมพีเป๊กซ์แดง (1*1) หลอดเดี่ยว,Buy
8010,[FG-PPR-TH-01004] ยาดมพีเป๊กซ์แดง (1x1) 6ชิ้น กล่องขาว,Manufacture (Pharma)
8210,[FG-PPR-TH-01001] ยาดมพีเป๊กซ์แดง (1x6) แผง,Manufacture (Pharma)
8212,[FG-PPR-TH-01003] ยาดมพีเป๊กซ์แดง (2x6) 30โหล,Manufacture (Pharma)
8576,[FG-PPR-TH-02001] ยาดมพีเป๊กซ์แดง กล่อง 5 โหล (หุ้ม),Manufacture (Pharma)
8577,[FG-PPR-TH-02002] ยาดมพีเป๊กซ์แดง กล่อง 5 โหล (ไม่หุ้ม),Manufacture (Pharma)
8578,[FG-PPR-TH-03001] ยาดมพีเป๊กซ์แดงแผง,Manufacture (Pharma)
8379,[FG-PSS-TH-01006] ยาดมโป๊ยเซียน (1*1) หลอดเดี่ยว,"Manufacture (Pharma), Replenish on Order (MTO)"
8213,[FG-PSS-TH-01008] ยาดมโป๊ยเซียน (10x6) 14กล่อง,"Manufacture (Pharma), Replenish on Order (MTO)"
8214,[FG-PSS-TH-01007] ยาดมโป๊ยเซียน (10x6) 50+20โหล,"Manufacture (Pharma), Replenish on Order (MTO)"
8225,[FG-PSS-CN-01001] ยาดมโป๊ยเซียน (10x6) 5โหล จีน,"Replenish on Order (MTO), Buy"
8011,[FG-PSS-TH-02005] ยาดมโป๊ยเซียน (1x1) 6ชิ้น กล่องขาว,"Manufacture (Pharma), Replenish on Order (MTO)"
8223,[FG-PSS-TH-01001] ยาดมโป๊ยเซียน (1x6) แผง,"Manufacture (Pharma), Replenish on Order (MTO)"
8233,[FG-PSS-CN-01002] ยาดมโป๊ยเซียน (1x6) แผง จีน,"Replenish on Order (MTO), Buy"
8216,[FG-PSS-TH-01003] ยาดมโป๊ยเซียน (2x6) 70โหล ลังยาว,"Manufacture (Pharma), Replenish on Order (MTO)"
8217,[FG-PSS-TH-01004] ยาดมโป๊ยเซียน (4x6) 100โหล 7-11,"Manufacture (Pharma), Replenish on Order (MTO)"
8230,[FG-PSS-TH-01006] ยาดมโป๊ยเซียน (4x6) 100โหล KP,"Manufacture (Pharma), Replenish on Order (MTO)"
8603,[FG-PSS-MM-02001] ยาดมโป๊ยเซียน 5โหล พม่า,"Manufacture (Pharma), Replenish on Order (MTO)"
8595,[FG-PSS-MY-02001] ยาดมโป๊ยเซียน 5โหล มาเลเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8605,[FG-PSS-DE-02001] ยาดมโป๊ยเซียน 5โหล เยอรมัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8896,ยาดมโป๊ยเซียน ชิ้น (1*1),Buy
8604,[FG-PSS-MM-03002] ยาดมโป๊ยเซียน แผง พม่า,"Manufacture (Pharma), Replenish on Order (MTO)"
8596,[FG-PSS-MY-03001] ยาดมโป๊ยเซียน แผง มาเลเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8606,[FG-PSS-DE-03001] ยาดมโป๊ยเซียน แผง เยอรมัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8830,ยาดมโป๊ยเซียน แผง(1x6),Buy
8228,[FG-PSS-LA-01001] ยาดมโป๊ยเซียน(10x6) 5โหล ลาว,"Manufacture (Pharma), Replenish on Order (MTO)"
8833,ยาดมโป๊ยเซียน(10x6)16กล่อง 80dz,Buy
8829,ยาดมโป๊ยเซียน(10x6)5dz,Buy
8892,ยาดมโป๊ยเซียน(10x6)5dz แผงมาเลเซีย,Buy
8860,ยาดมโป๊ยเซียน(2x6)70dz,Buy
8858,ยาดมโป๊ยเซียน(4x6)100dz,Buy
8593,[FG-PSS-TH-02003] ยาดมโป๊ยเซียนกล่อง 2 โหล หุ้ม,"Manufacture (Pharma), Replenish on Order (MTO)"
8592,[FG-PSS-TH-02002] ยาดมโป๊ยเซียนกล่อง 2 โหล ไม่หุ้ม,"Manufacture (Pharma), Replenish on Order (MTO)"
8591,[FG-PSS-TH-02001] ยาดมโป๊ยเซียนกล่อง 5 โหล ,"Manufacture (Pharma), Replenish on Order (MTO)"
8559,[FG-PSS-TH-04003] ยาดมโป๊ยเซียนชมพู,"Manufacture (Pharma), Replenish on Order (MTO)"
8599,[FG-PSS-MY-04003] ยาดมโป๊ยเซียนชมพู มาเลเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8609,[FG-PSS-DE-04003] ยาดมโป๊ยเซียนชมพู เยอรมัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8557,[FG-PSS-TH-04001] ยาดมโป๊ยเซียนชมพูสะท้อนแสง,"Manufacture (Pharma), Replenish on Order (MTO)"
8594,[FG-PSS-TH-02004] ยาดมโป๊ยเซียนถุงโหล,"Manufacture (Pharma), Replenish on Order (MTO)"
8206,[FG-PSK-TH-01001] ยาดมโป๊ยเซียนพวงกุญแจ (1x1),Manufacture (Pharma)
8580,[FG-PSK-TH-02001] ยาดมโป๊ยเซียนพวงกุญแจ กล่อง 5โหล,Manufacture (Pharma)
8583,[FG-PSK-TH-03003] ยาดมโป๊ยเซียนพวงกุญแจ สีชมพู,Manufacture (Pharma)
8581,[FG-PSK-TH-03001] ยาดมโป๊ยเซียนพวงกุญแจ สีชมพูสะท้อนแสง,Manufacture (Pharma)
8584,[FG-PSK-TH-03004] ยาดมโป๊ยเซียนพวงกุญแจ สีฟ้า,Manufacture (Pharma)
8582,[FG-PSK-TH-03002] ยาดมโป๊ยเซียนพวงกุญแจ สีม่วง,Manufacture (Pharma)
8586,[FG-PSK-TH-03006] ยาดมโป๊ยเซียนพวงกุญแจ สีเขียว,Manufacture (Pharma)
8585,[FG-PSK-TH-03005] ยาดมโป๊ยเซียนพวงกุญแจ สีเหลือง,Manufacture (Pharma)
8560,[FG-PSS-TH-04004] ยาดมโป๊ยเซียนฟ้า,"Manufacture (Pharma), Replenish on Order (MTO)"
8600,[FG-PSS-MY-04004] ยาดมโป๊ยเซียนฟ้า มาเลเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8610,[FG-PSS-DE-04004] ยาดมโป๊ยเซียนฟ้า เยอรมัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8558,[FG-PSS-TH-04002] ยาดมโป๊ยเซียนม่วง,"Manufacture (Pharma), Replenish on Order (MTO)"
8597,[FG-PSS-MY-04001] ยาดมโป๊ยเซียนสีชมพูสะท้อนแสง มาเลเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8607,[FG-PSS-DE-04001] ยาดมโป๊ยเซียนสีชมพูสะท้อนแสง เยอรมัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8598,[FG-PSS-MY-04002] ยาดมโป๊ยเซียนสีม่วง มาเลเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8608,[FG-PSS-DE-04002] ยาดมโป๊ยเซียนสีม่วง เยอรมัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8562,[FG-PSS-TH-04006] ยาดมโป๊ยเซียนเขียว,"Manufacture (Pharma), Replenish on Order (MTO)"
8602,[FG-PSS-MY-04006] ยาดมโป๊ยเซียนเขียว มาเลเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8612,[FG-PSS-DE-04006] ยาดมโป๊ยเซียนเขียว เยอรมัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8561,[FG-PSS-TH-04005] ยาดมโป๊ยเซียนเหลือง,"Manufacture (Pharma), Replenish on Order (MTO)"
8601,[FG-PSS-MY-04005] ยาดมโป๊ยเซียนเหลือง มาเลเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8611,[FG-PSS-DE-04005] ยาดมโป๊ยเซียนเหลือง เยอรมัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8556,[FG-PSS-TH-03001] ยาดมโป๊ยเซียนแผง,"Manufacture (Pharma), Replenish on Order (MTO)"
8688,ยาดมโป๊ยเซียนแผง (พวงกุญแจ),Buy
8240,[900075] ยานพาหนะ,Buy
8241,[FG-XXX-XX-0] ยาหม่อง PS พญายอ 22g (1x1),Buy
8770,[00854] ยูคาลิปตัส Eucalyptus-New,"Auto Transfer RM (Pharma), Buy"
8636,รถยนต์,Buy
8879,รายได้รับล่วงหน้า,Buy
8994,[900046] รายได้อื่นๆ,Buy
8245,[MK-UMB-PS-00001] ร่มPS,Buy
8246,[MK-UMB-PS-00002] ร่มPS 36 นิ้ว,Buy
8247,[MK-UMB-MT-00001] ร่มPS 45 นิ้ว,Buy
7962,[PK-CAR-PN-04001] ลัง Balm 9โหล,"Auto Transfer RM (Packaging), Buy"
8056,[PK-CAR-PN-02002] ลังพิมเสน RollOn (6x1) 40แพ็ค 17x29x18,"Auto Transfer RM (Packaging), Buy"
8057,[PK-CAR-PN-02004] ลังพิมเสน RollOn 100โหล 23x42x37,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8061,[PK-CAR-PN-02005] ลังพิมเสน RollOn 120โหล 29x51x42,"Auto Transfer RM (Packaging), Buy"
8041,[PK-CAR-PN-02003] ลังพิมเสน RollOn 20โหล 17x29x18,"Auto Transfer RM (Packaging), Buy"
8055,[PK-CAR-PN-02001] ลังพิมเสน RollOn 4X20,"Auto Transfer RM (Packaging), Buy"
8194,[PK-CAR-PN-03001] ลังพิมเสนสำลี  24โหล,"Auto Transfer RM (Packaging), Buy"
8058,[PK-CAR-PN-03003] ลังพิมเสนสำลี (4x1) 100unit ,"Auto Transfer RM (Packaging), Buy"
8696,ลังพิมเสนสำลี 100โหล,"Auto Transfer RM (Packaging), Buy"
8066,[PK-CAR-PN-03002] ลังพิมเสนสำลี 30โหล 25x26.5x19,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8080,[PK-CAR-PN-01001] ลังพิมเสนแก้วแบน3cc (2x36) 2โหล ,"Auto Transfer RM (Packaging), Buy"
8040,[PK-CAR-PN-01002] ลังพิมเสนแก้วแบน3cc 20โหล,"Auto Transfer RM (Packaging), Buy"
8046,[PK-CAR-PN-01003] ลังพิมเสนแก้วแบน3cc 36โหล,"Auto Transfer RM (Packaging), Buy"
8036,[PK-CAR-PS-01016] ลังยาดม PS 100โหล 31x39x58,"Auto Transfer RM (Packaging), Buy"
8060,[PK-CAR-PS-01015] ลังยาดม PS 100โหล เซเว่น 31x48x52,"Auto Transfer RM (Packaging), Manufacture (Pharma), Buy"
8038,[PK-CAR-PS-01014] ลังยาดม PS 14โหล 31x30x13,"Auto Transfer RM (Packaging), Buy"
8043,[PK-CAR-PS-01013] ลังยาดม PS 200แผง 31x39x58,"Auto Transfer RM (Packaging), Buy"
8042,[PK-CAR-PS-01012] ลังยาดม PS 20โหล 31x39x15,"Auto Transfer RM (Packaging), Buy"
8045,[PK-CAR-PS-01011] ลังยาดม PS 28โหล 31x30x22,"Auto Transfer RM (Packaging), Buy"
8081,[PK-CAR-PS-01010] ลังยาดม PS 40 โหล,"Auto Transfer RM (Packaging), Buy"
8047,[PK-CAR-PS-01009] ลังยาดม PS 40โหล 31x42x27,"Auto Transfer RM (Packaging), Buy"
8082,[PK-CAR-PS-01008] ลังยาดม PS 60 โหล,"Auto Transfer RM (Packaging), Buy"
8053,[PK-CAR-PS-01006] ลังยาดม PS 70โหล 31x39x43,"Auto Transfer RM (Packaging), Manufacture (Pharma), Replenish on Order (MTO)"
8073,[PK-CAR-PS-01005] ลังยาดม PS 70โหล 31x39x43 ขาว,"Auto Transfer RM (Packaging), Manufacture (Pharma), Replenish on Order (MTO)"
8074,[PK-CAR-PS-01004] ลังยาดม PS 70โหล แมคโคร 31x39x65,"Auto Transfer RM (Packaging), Buy"
8221,[PK-CAR-PS-01003] ลังยาดม PS 80โหล สีขาว,"Auto Transfer RM (Packaging), Buy"
8059,[PK-CAR-PS-04001] ลังยาดม Pax2way key 100โหล 31x66.5x55.5,"Auto Transfer RM (Packaging), Buy"
8072,[PK-CAR-PS-03002] ลังยาดม PePex สีแดง 60โหล 31x38x39,"Auto Transfer RM (Packaging), Buy"
8063,[PK-CAR-PS-03001] ลังยาดม PePex2IN1 พวงกุญแจ 18โหล 31x39x58,"Auto Transfer RM (Packaging), Buy"
8076,[PK-CAR-PS-02003] ลังลูกฟูก 24ลัง อิสราเอล 35x41x15,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8249,[PK-CAR-PS-02002] ลังลูกฟูก 5 ชั้น 100โหล ตปท 31x39x58,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8078,[PK-CAR-PS-02001] ลังลูกฟูก 5 ชั้น 100โหล สีครีมส่งนอก 31x39x58,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8079,[PK-CAR-PS-01001] ลังอเนกประสงค์ PS 16x29.5x18,"Auto Transfer RM (Packaging), Buy"
8339,[RM-COT-PN-01001] สำลี,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8340,[MK-PRE-XX-00001] สินค้า premium,Buy
8341,[RM-MBS-WH-00001] สีผสมพลาสติก สีขาว,"Auto Transfer RM (Plastic), Buy"
8342,[RM-MBS-PK-00001] สีผสมพลาสติก สีชมพูสะท้อนแสง,"Auto Transfer RM (Plastic), Buy"
8343,[RM-MBS-PK-00002] สีผสมพลาสติก สีชมพูเข้ม,"Auto Transfer RM (Plastic), Buy"
8344,[RM-MBS-BU-00001] สีผสมพลาสติก สีน้ำเงิน,"Auto Transfer RM (Plastic), Buy"
8345,[RM-MBS-VL-00001] สีผสมพลาสติก สีม่วง,"Auto Transfer RM (Plastic), Buy"
8346,[RM-MBS-GR-00001] สีผสมพลาสติก สีเขียว,"Auto Transfer RM (Plastic), Buy"
8347,[RM-MBS-YL-00001] สีผสมพลาสติก สีเหลือง,"Auto Transfer RM (Plastic), Buy"
8348,[RM-MBS-RE-00001] สีผสมพลาสติก สีแดง ,"Auto Transfer RM (Plastic), Buy"
8349,[RM-MBS-RE-00002] สีผสมพลาสติก สีแดงเข้ม,"Auto Transfer RM (Plastic), Buy"
8767,[00762] หัวน้ำหอม 1893,"Auto Transfer RM (Pharma), Buy"
8632,[990052] อะไหล่ FORM_MC01,Buy
8634,อาคารและส่วนต่อเติมอาคาร,Buy
8633,เครื่องใช้สำนักงาน,Buy
8629,[000805] เงินมัดจำจ่ายล่วงหน้า,Buy
8689,เทปกาว,"Auto Transfer RM (Packaging), Buy"
8701,เฟอร์นิเจอร์,Buy
8761,[00529] เมนทอล,"Auto Transfer RM (Pharma), Buy"
8362,[RM-PLA-HD-00001] เม็ดพลาสติก HDPE 5200B,"Auto Transfer RM (Plastic), Buy"
8363,[RM-PLA-PP-00001] เม็ดพลาสติก HP648N 750KG,"Auto Transfer RM (Plastic), Buy"
8364,[RM-PLA-PP-00002] เม็ดพลาสติก RP348N 750Kg,"Auto Transfer RM (Plastic), Buy"
9028,เม็ตพลาสติก,Buy
8111,[MK-SHR-PS-00001] เสื้อยืดคอกลมแขนสั้น,Buy
8365,[PK-LEA-PS-01001] เอกสารกำกับยา MARK II Israel,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8969,แก้วดำ,Buy
8366,[FG-PNF-TH-01003] แก้วแบน 3C ชั้น(1*1),Manufacture (Pharma)
8373,[PK-BLS-PS-01016] แผง 3 ยาดม Mark II,"Auto Transfer RM (Packaging), Buy"
8203,[PK-BLS-PS-01015] แผง 3 ยาดม PS จีน ,"Auto Transfer RM (Packaging), Buy"
8222,[PK-BLS-PS-01014] แผง 3 ยาดม PS สามัญ,"Auto Transfer RM (Packaging), Buy"
8218,[PK-BLS-PS-01002] แผงยาดม PS Key ,"Auto Transfer RM (Packaging), Buy"
8369,[PK-BLS-PS-01006] แผงยาดม Pax2way key ,"Auto Transfer RM (Packaging), Buy"
8374,[PK-BLS-PS-01004] แผงยาดม PePex ,"Auto Transfer RM (Packaging), Buy"
8371,[PK-BLS-PS-01003] แผงยาดม PePex2IN1 พวงกุญแจ,"Auto Transfer RM (Packaging), Buy"
8372,[PK-BLS-PS-01001] แผงเดี่ยวยาดม PS MarkII 3สูตร,"Auto Transfer RM (Packaging), Buy"
8219,[PK-BLS-PS-01013] แผงเดี่ยวยาดม PS MarkII GHANA,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8207,[PK-BLS-PS-01011] แผงเดี่ยวยาดม PS จีน,"Auto Transfer RM (Packaging), Buy"
8376,[PK-BLS-PS-01010] แผงเดี่ยวยาดม PS มาเลเซีย,"Auto Transfer RM (Packaging), Buy"
8375,[PK-BLS-PS-01009] แผงเดี่ยวยาดม PS สามัญ,"Auto Transfer RM (Packaging), Buy"
8377,[PK-BLS-PS-01008] แผงเดี่ยวยาดม PS สามัญ พม่า,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8378,[PK-BLS-PS-01007] แผงเดี่ยวยาดม PS สามัญ ลาว,"Auto Transfer RM (Packaging), Buy"
8368,[PK-BLS-PS-01012] แผงเดี่ยวยาดม PS เยอรมัน,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8765,[00534] แอลกอฮอลล์ 95%,"Auto Transfer RM (Pharma), Buy"
8381,[RM-BOT-AC-01001] โฟมใส่ฝาขวดแก้วแบน 3cc,"Auto Transfer RM (Packaging), Buy"
8088,[PK-BOT-AC-01001] โรลออน-ขวด 5cc,"Auto Transfer RM (Packaging), Buy"
8089,[PK-BOT-AC-01003] โรลออน-จุก 5cc,"Auto Transfer RM (Packaging), Buy"
8090,[PK-BOT-AC-01002] โรลออน-ฝา 5cc,"Auto Transfer RM (Packaging), Buy"
8383,[FG-PSS-HG-01001] ไม้แขวนเสื้อPS (12x1) A,Buy
8384,[FG-PSS-HG-01002] ไม้แขวนเสื้อPS (12x1) B,Buy
8385,[FG-PSS-HG-01003] ไม้แขวนเสื้อPS (12x1) C,Buy
8033,[SM-HAN-PS-00001] ไม้แขวนเสื้อสีเขียว,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
