Product ID,Product,Routes
8308,[SM-PSS-TH-02001] ชิ้นส่วนยาดม PS ตัวบน+ตัวกลาง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8325,[SM-PSS-CN-02001] ชิ้นส่วนยาดม PS ตัวบน+ตัวกลาง จีน,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8324,[SM-PSS-MY-02001] ชิ้นส่วนยาดม PS ตัวบน+ตัวกลาง มาเลเซีย,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8326,[SM-PSS-DE-02001] ชิ้นส่วนยาดม PS ตัวบน+ตัวกลาง เยอรมัน,"Auto Transfer Semi (Pharma), Manufacture (Plastic), Replenish on Order (MTO)"
8305,[SM-PSS-TH-03002] ชิ้นส่วนยาดม PS ตัวล่าง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8315,[SM-PSS-CN-03002] ชิ้นส่วนยาดม PS ตัวล่าง จีน,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8314,[SM-PSS-MY-03002] ชิ้นส่วนยาดม PS ตัวล่าง มาเลเซีย,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8316,[SM-PSS-DE-03002] ชิ้นส่วนยาดม PS ตัวล่าง เยอรมัน,"Auto Transfer Semi (Pharma), Manufacture (Plastic), Replenish on Order (MTO)"
8306,[SM-PSS-TH-02002] ชิ้นส่วนยาดม PS ตัวล่าง+หลอดน้ำ,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8319,[SM-PSS-CN-02002] ชิ้นส่วนยาดม PS ตัวล่าง+หลอดน้ำ จีน,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8318,[SM-PSS-MY-02002] ชิ้นส่วนยาดม PS ตัวล่าง+หลอดน้ำ มาเลเซีย,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8317,[SM-PSS-DE-02002] ชิ้นส่วนยาดม PS ตัวล่าง+หลอดน้ำ เยอรมัน,"Manufacture (Plastic), Auto Transfer Semi (Pharma), Replenish on Order (MTO)"
8025,[SM-PLS-LO-01001] ชิ้นส่วนยาดม PS ตัวล่างW01,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8281,[SM-PPK-TH-03001] ชิ้นส่วนยาดม PePex 2IN1 ตัวบน พวงกุญแจสำเร็จ,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8282,[SM-PPK-TH-02001] ชิ้นส่วนยาดม PePex 2IN1 ตัวบน+ตัวกลาง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8279,[SM-PPK-TH-03002] ชิ้นส่วนยาดม PePex 2IN1 ตัวล่าง,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8280,[SM-PPK-TH-02002] ชิ้นส่วนยาดม PePex 2IN1 ตัวล่าง+หลอดน้ำ,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8286,[SM-PPR-TH-02003] ชิ้นส่วนยาดม PePex แดง ตัวกลาง,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8287,[SM-PPR-TH-02001] ชิ้นส่วนยาดม PePex แดง ตัวบน,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8024,[SM-PPR-TH-03002] ชิ้นส่วนยาดม PePexแดง ตัวล่าง กึ่งสำเร็จ,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8285,[SM-PPR-TH-02002] ชิ้นส่วนยาดม PePexแดง ตัวล่าง สำเร็จ,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8017,[SM-PLR-UP-00001] ชิ้นส่วนยาดม ตัวบน หัวมนพวงกุญแจ,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8327,[SM-PLS-MI-01001] ชิ้นส่วนยาดมตัวกลางW01,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8320,[SM-PLS-MI-02001] ชิ้นส่วนยาดมตัวกลางW02,"Manufacture (Plastic), Auto Transfer Semi (Pharma), Replenish on Order (MTO)"
8031,[SM-PLS-UP-01001] ชิ้นส่วนยาดมตัวบน W01,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8032,[SM-PLS-UP-02001] ชิ้นส่วนยาดมตัวบน W02,"Manufacture (Plastic), Auto Transfer Semi (Pharma), Replenish on Order (MTO)"
8023,[SM-PLK-UP-00001] ชิ้นส่วนยาดมตัวบนพวงกุญแจ,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8026,[SM-PLS-LO-02001] ชิ้นส่วนยาดมตัวล่างW02,"Manufacture (Plastic), Auto Transfer Semi (Pharma), Replenish on Order (MTO)"
8027,[SM-PLS-PU-01001] ชิ้นส่วนยาดมตัวอุดหลอดน้ำW01,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8028,[SM-PLS-PU-02001] ชิ้นส่วนยาดมตัวอุดหลอดน้ำW02,"Manufacture (Plastic), Auto Transfer Semi (Pharma), Replenish on Order (MTO)"
8029,[SM-PLS-TU-01001] ชิ้นส่วนยาดมหลอดน้ำW01,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8030,[SM-PLS-TU-02001] ชิ้นส่วนยาดมหลอดน้ำW02,"Auto Transfer Semi (Pharma), Manufacture (Plastic), Replenish on Order (MTO)"
8292,[SM-JOI-PK-01001] ตัวต่อสี W01 ชมพู,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8293,[SM-JOI-PK-01002] ตัวต่อสี W01 ชมพูสะท้อนแสง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8294,[SM-JOI-BU-01001] ตัวต่อสี W01 ฟ้า,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8295,[SM-JOI-PP-01001] ตัวต่อสี W01 ม่วง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8296,[SM-JOI-GR-02001] ตัวต่อสี W01 เขียว,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8297,[SM-JOI-YW-01001] ตัวต่อสี W01 เหลือง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8298,[SM-JOI-PK-02001] ตัวต่อสี W02 ชมพู,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8299,[SM-JOI-PK-02002] ตัวต่อสี W02 ชมพูสะท้อนแสง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8300,[SM-JOI-BU-02001] ตัวต่อสี W02 ฟ้า,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8301,[SM-JOI-PP-02001] ตัวต่อสี W02 ม่วง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8302,[SM-JOI-GN-01001] ตัวต่อสี W02 เขียว,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8303,[SM-JOI-YW-02001] ตัวต่อสี W02 เหลือง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8283,[SM-JOI-RE-02001] ตัวต่อสี W02 แดง,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8968,ถังเหล็ก,Buy
8171,[PK-BOX-PN-01001] ถาดพิมเสนขวดแบน 1โหล,"Auto Transfer RM (Packaging), Buy"
8173,[PK-BOX-PN-01002] ถาดพิมเสนขวดแบน 1โหล อินโดนีเซีย,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8172,[PK-BOX-PN-03001] ถาดพิมเสนสำลี 1โหล,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8170,[PK-BOX-PN-03002] ถาดพิมเสนสำลี 1โหล อินโดนีเซีย,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8174,[PK-BOX-PS-04001] ถาดใส่แผงยาดม PePex2IN1 พวงกุญแจ,"Auto Transfer RM (Packaging), Buy"
8175,[PK-BAG-PS-01004] ถุง PP ใส 9x14 บรรจุ 100 หลอด,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8176,[PK-BAG-PS-01003] ถุง PP ใส่กระปุก PS 1ใบ 4.5x13x.08,"Auto Transfer RM (Packaging), Buy"
8177,[PK-BAG-PS-01002] ถุง PP ใส่กระปุก PS 5ใบ,"Auto Transfer RM (Packaging), Buy"
8003,[PK-SHF-PS-01004] ถุงยาดม PePex 1โหล แม็คโคร (115x340),"Auto Transfer RM (Packaging), Buy"
8178,[PK-BAG-PS-01001] ถุงหิ้ว PS,"Auto Transfer RM (Packaging), Buy"
8179,[MK-SHR-PS-01002] ทีเชิ้ต โป๊ยเซียน(T-Shirt),Buy
8180,[900069] ที่ดิน,Buy
8993,ท่อ,Buy
8763,[00532] น้ำมันระกำ,"Auto Transfer RM (Pharma), Buy"
8769,[00798] น้ำมันเปปเปอร์มิ้นท์,"Auto Transfer RM (Pharma), Buy"
8181,[SO-MTS-XX-01001] น้ำยา Mark II Solution,"Manufacture (Pharma), Auto Transfer Semi (Pharma), Replenish on Order (MTO)"
8674,น้ำยา Mark II Solution (A),"Auto Transfer RM (Pharma), Buy"
8694,น้ำยา Mark II Solution (B),"Auto Transfer RM (Pharma), Buy"
8692,น้ำยา Mark II Solution (C),"Auto Transfer RM (Pharma), Buy"
8697,น้ำยา Mark II Solution (D),"Auto Transfer RM (Pharma), Buy"
8184,[SO-PSS-UP-01001] น้ำยา PS Inhaler,"Manufacture (Pharma), Auto Transfer Semi (Pharma), Auto Transfer MTS (Pharma), Replenish on Order (MTO)"
8185,[SO-PSS-LO-01001] น้ำยา PS Solution,"Manufacture (Pharma), Auto Transfer Semi (Pharma), Auto Transfer MTS (Pharma), Replenish on Order (MTO)"
8186,[SO-PAS-XX-01002] น้ำยา Pax,"Manufacture (Pharma), Auto Transfer Semi (Pharma), Replenish on Order (MTO)"
8187,[SO-PAS-XX-01001] น้ำยา PaxNox,"Manufacture (Pharma), Auto Transfer Semi (Pharma), Replenish on Order (MTO)"
8183,[SO-PPR-UP-01001] น้ำยา PePex Inhaler,"Manufacture (Pharma), Auto Transfer Semi (Pharma)"
8678,น้ำยา PePex Inhaler (A),"Auto Transfer RM (Pharma), Buy"
8679,น้ำยา PePex Inhaler (B),"Auto Transfer RM (Pharma), Buy"
8680,น้ำยา PePex Inhaler (C),"Auto Transfer RM (Pharma), Buy"
8681,น้ำยา PePex Inhaler (D),"Auto Transfer RM (Pharma), Buy"
8182,[SO-PPS-LO-01001] น้ำยา PePex2in1 Solution,"Manufacture (Pharma), Auto Transfer Semi (Pharma)"
8691,น้ำยา PePex2in1 Solution (A),"Auto Transfer RM (Pharma), Buy"
8693,น้ำยา PePex2in1 Solution (B),"Auto Transfer RM (Pharma), Buy"
8682,น้ำยา PePex2in1 Solution (C),"Auto Transfer RM (Pharma), Buy"
8683,น้ำยา PePex2in1 Solution (D),"Auto Transfer RM (Pharma), Buy"
8188,[SO-PNS-XX-01001] น้ำยา PimSaen,"Manufacture (Pharma), Auto Transfer Semi (Pharma)"
9035,น้ำยาInhaler,Buy
9036,น้ำยาInhaler PS,Buy
9033,น้ำยาPS,Buy
9034,น้ำยาPS Inhaler,Buy
8675,น้ำยาสำหรับผลิต PAX (A),"Auto Transfer RM (Pharma), Buy"
8676,น้ำยาสำหรับผลิต PAX (B),"Auto Transfer RM (Pharma), Buy"
8698,น้ำยาสำหรับผลิต PAX (C),"Auto Transfer RM (Pharma), Buy"
8677,น้ำยาสำหรับผลิต PAX (D),"Auto Transfer RM (Pharma), Buy"
8647,น้ำยาสำหรับผลิต PimSaen (A),"Auto Transfer RM (Pharma), Buy"
8702,น้ำยาสำหรับผลิต PimSaen (B),"Auto Transfer RM (Pharma), Buy"
8695,น้ำยาสำหรับผลิต PimSaen (C),"Auto Transfer RM (Pharma), Buy"
8643,น้ำยาสำหรับผลิต Ps Inhaler (A),"Auto Transfer RM (Pharma), Buy"
8644,น้ำยาสำหรับผลิต Ps Inhaler (B),"Auto Transfer RM (Pharma), Buy"
8645,น้ำยาสำหรับผลิต Ps Inhaler (C),"Auto Transfer RM (Pharma), Buy"
8646,น้ำยาสำหรับผลิต Ps Inhaler (D),"Auto Transfer RM (Pharma), Buy"
8640,น้ำยาสำหรับผลิต Ps Solution (A),"Auto Transfer RM (Pharma), Buy"
8641,น้ำยาสำหรับผลิต Ps Solution (B),"Auto Transfer RM (Pharma), Buy"
8642,น้ำยาสำหรับผลิต Ps Solution (C),"Auto Transfer RM (Pharma), Buy"
8639,น้ำยาสำหรับผลิต Ps Solution (D),"Auto Transfer RM (Pharma), Buy"
9021,[900045] บัญชีพักจากการจำหน่ายสินทรัพย์,Buy
8772,[900079] ผลต่างราคา,Buy
8169,[PK-BOT-AC-02001] ฝา Balm 20cc,"Auto Transfer RM (Packaging), Buy"
8313,[SM-PNC-PB-01002] ฝากระปุกพิมเสนน้ำ 4 โหล,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8310,[SM-PNC-CA-02001] ฝาพิมเสนน้ำสำลี W01,"Manufacture (Plastic), Auto Transfer Semi (Pharma), Replenish on Order (MTO)"
8022,[SM-PNF-CA-02001] ฝาเขียวแก้วแบน 3CC กึ่งสำเร็จ,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8309,[SM-PNF-CA-01001] ฝาเขียวแก้วแบน 3CC สำเร็จ,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8192,[PK-KEY-PS-01001] พวงกุญแจ ห่วงโซ่ + วงกลม,"Auto Transfer RM (Packaging), Buy"
8684,พวงกุญแจห่วงโซ่สามเหลี่ยม,Buy
8764,[00533] พิมเสน (กล่อง) Borneol,"Auto Transfer RM (Pharma), Buy"
7964,[PK-BOX-PN-00001] พิมเสน PS card,"Auto Transfer RM (Packaging), Buy"
7975,[FG-PNF-TH-01002] พิมเสน แก้วแบน 3cc (12x1) 20U,Manufacture (Pharma)
8620,[FG-PNF-TH-02001] พิมเสน แก้วแบน 3cc 1โหล,Manufacture (Pharma)
8540,[FG-PNF-XX-02001] พิมเสน แก้วแบน 3cc 1โหล ตปท,"Manufacture (Pharma), Replenish on Order (MTO)"
8527,[FG-PNF-ID-02001] พิมเสน แก้วแบน 3cc 1โหล อินโดนีเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8621,[FG-PNF-TH-03001] พิมเสน แก้วแบน 3cc หุ้ม,Manufacture (Pharma)
8541,[FG-PNF-XX-03001] พิมเสน แก้วแบน 3cc หุ้ม ตปท,"Manufacture (Pharma), Replenish on Order (MTO)"
8528,[FG-PNF-ID-03001] พิมเสน แก้วแบน 3cc หุ้ม อินโดนีเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8622,[FG-PNF-TH-04001] พิมเสน แก้วแบน 3cc ไม่หุ้ม,Manufacture (Pharma)
8542,[FG-PNF-XX-04001] พิมเสน แก้วแบน 3cc ไม่หุ้ม ตปท,"Manufacture (Pharma), Replenish on Order (MTO)"
8529,[FG-PNF-ID-04001] พิมเสน แก้วแบน 3cc ไม่หุ้ม อินโดนีเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8007,[PK-SHF-PN-02002] พิมเสนPS RollOn PVCหุ้มขวด30x75x0.05mm,"Auto Transfer RM (Packaging), Buy"
8200,[PK-SHF-PN-02001] พิมเสนPS RollOn ฟอยด์หด กล่อง 12ขวด,"Auto Transfer RM (Packaging), Buy"
8008,[PK-SHF-PN-01003] พิมเสนPS ขวดแบน 3cc PVCหุ้มฝา ลูกศรสีน้ำเงิน,"Auto Transfer RM (Packaging), Buy"
8193,[PK-SHF-PN-03001] พิมเสนPS ฟอยด์หด,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8700,พิมเสนPS ฟอยด์หดกล่อง 1โหล,"Auto Transfer RM (Packaging), Buy"
8201,[PK-SHF-PN-03003] พิมเสนPS ฟอยด์หดกล่อง2 โหล,"Auto Transfer RM (Packaging), Buy"
8202,[PK-SHF-PN-03002] พิมเสนPS ฟอยด์หดถาด 1 โหล,"Auto Transfer RM (Packaging), Replenish on Order (MTO), Buy"
8198,[PK-SHF-PN-01004] พิมเสนPSขวดแก้วแบน3cc ฟอยด์หด,"Auto Transfer RM (Packaging), Buy"
8199,[PK-SHF-PN-03006] พิมเสนPSสำลี ฟอยด์หด 4ขวด 95x100x0.03,"Auto Transfer RM (Packaging), Buy"
8894,พิมเสนน้ำโป๊ยเซียนขวดแก้วแบน 3CC ชั้น (1*1),Buy
8380,[000809] พิมเสนน้ำโป๊ยเซียนสำลี ชิ้น (1*1),Buy
8895,พิมเสนน้ำโป๊ยเซียนโรลออน5cc ชิ้น (1*1),Buy
7984,[FG-PNC-TH-01004] พิมเสนสำลี 8cc (12x1) 30U,Manufacture (Pharma)
8012,[FG-PNC-TH-01005] พิมเสนสำลี 8cc (1x1),Manufacture (Pharma)
7985,[FG-PNC-TH-01001] พิมเสนสำลี 8cc (24x1),Manufacture (Pharma)
7986,[FG-PNC-TH-01003] พิมเสนสำลี 8cc (4x1) 100U,Manufacture (Pharma)
7977,[FG-PNC-XX-01002] พิมเสนสำลี 8cc (6x1) ตปท,"Replenish on Order (MTO), Buy"
8563,[FG-PNC-TH-02002] พิมเสนสำลี 8cc 1โหล,Manufacture (Pharma)
8531,[FG-PNC-XX-02003] พิมเสนสำลี 8cc 1โหล ตปท,"Manufacture (Pharma), Replenish on Order (MTO)"
8534,[FG-PNC-MM-02001] พิมเสนสำลี 8cc 1โหล พม่า,"Manufacture (Pharma), Replenish on Order (MTO)"
8543,[FG-PNC-ID-02001] พิมเสนสำลี 8cc 1โหล อินโดนีเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8685,พิมเสนสำลี 8cc 2โหล,Buy
8686,พิมเสนสำลี 8cc 4ขวด,Buy
8530,[FG-PNC-XX-02002] พิมเสนสำลี 8cc ครึ่งโหล ตปท,Replenish on Order (MTO)
8564,[FG-PNC-TH-03001] พิมเสนสำลี 8cc หุ้ม,Manufacture (Pharma)
8532,[FG-PNC-XX-03001] พิมเสนสำลี 8cc หุ้ม ตปท,"Manufacture (Pharma), Replenish on Order (MTO)"
8535,[FG-PNC-MM-03001] พิมเสนสำลี 8cc หุ้ม พม่า,"Manufacture (Pharma), Replenish on Order (MTO)"
8544,[FG-PNC-ID-03001] พิมเสนสำลี 8cc หุ้ม อินโดนีเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8565,[FG-PNC-TH-04001] พิมเสนสำลี 8cc ไม่หุ้ม,Manufacture (Pharma)
8533,[FG-PNC-XX-04001] พิมเสนสำลี 8cc ไม่หุ้ม ตปท,"Manufacture (Pharma), Replenish on Order (MTO)"
8536,[FG-PNC-MM-04001] พิมเสนสำลี 8cc ไม่หุ้ม พม่า,"Manufacture (Pharma), Replenish on Order (MTO)"
8545,[FG-PNC-ID-04001] พิมเสนสำลี 8cc ไม่หุ้ม อินโดนีเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8835,พิมเสนโป๊ยเซียน ขวดแก้วแบน3cc(12x1),Buy
8834,พิมเสนโป๊ยเซียนสำลี(12x1),Buy
8862,พิมเสนโป๊ยเซียนสำลี(24x1),Buy
8859,พิมเสนโป๊ยเซียนสำลี(4x1)100U,Buy
8832,พิมเสนโป๊ยเซียนโรลออน5cc(12x1),Buy
8863,พิมเสนโป๊ยเซียนโรลออน5cc(24x1),Buy
8857,พิมเสนโป๊ยเซียนโรลออน5cc(6x1)40U,Buy
8382,[FG-PNR-TH-01005] พิมเสนโรลออน 5cc (1*1) ขวดเดี่ยว,Manufacture (Pharma)
8009,[FG-PNR-TH-01004] พิมเสนโรลออน 5cc (1x1) กล่องขาว,Manufacture (Pharma)
7993,[FG-PNR-TH-01002] พิมเสนโรลออน 5cc (24x1),Manufacture (Pharma)
7995,[FG-PNR-TW-01002] พิมเสนโรลออน 5cc (24x1) 50U ไต้หวัน,"Replenish on Order (MTO), Buy"
7992,[FG-PNR-TH-01003] พิมเสนโรลออน 5cc (6x1) 40U,Manufacture (Pharma)
7979,[FG-PNR-XX-01002] พิมเสนโรลออน 5cc (6x1) ตปท,"Buy, Replenish on Order (MTO)"
8624,[FG-PNR-TH-02002] พิมเสนโรลออน 5cc 1โหล,Manufacture (Pharma)
8537,[FG-PNR-XX-02001] พิมเสนโรลออน 5cc 1โหล ตปท,"Manufacture (Pharma), Replenish on Order (MTO)"
8549,[FG-PNR-MM-02001] พิมเสนโรลออน 5cc 1โหล พม่า,"Manufacture (Pharma), Replenish on Order (MTO)"
8546,[FG-PNR-ID-02001] พิมเสนโรลออน 5cc 1โหล อินโดนีเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8552,[FG-PNR-TW-02001] พิมเสนโรลออน 5cc 1โหล ไต้หวัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8625,[FG-PNR-TH-02003] พิมเสนโรลออน 5cc 2โหล,Manufacture (Pharma)
8553,[FG-PNR-TW-02002] พิมเสนโรลออน 5cc 2โหล ไต้หวัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8623,[FG-PNR-TH-02001] พิมเสนโรลออน 5cc ครึ่งโหล,Manufacture (Pharma)
8626,[FG-PNR-TH-03001] พิมเสนโรลออน 5cc หุ้ม,Manufacture (Pharma)
8538,[FG-PNR-XX-03001] พิมเสนโรลออน 5cc หุ้ม ตปท,"Manufacture (Pharma), Replenish on Order (MTO)"
8550,[FG-PNR-MM-03001] พิมเสนโรลออน 5cc หุ้ม พม่า,"Manufacture (Pharma), Replenish on Order (MTO)"
8547,[FG-PNR-ID-03001] พิมเสนโรลออน 5cc หุ้ม อินโดนีเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8554,[FG-PNR-TW-03001] พิมเสนโรลออน 5cc หุ้ม ไต้หวัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8627,[FG-PNR-TH-04001] พิมเสนโรลออน 5cc ไม่หุ้ม ,Manufacture (Pharma)
8539,[FG-PNR-XX-04001] พิมเสนโรลออน 5cc ไม่หุ้ม ตปท,"Manufacture (Pharma), Replenish on Order (MTO)"
8551,[FG-PNR-MM-04001] พิมเสนโรลออน 5cc ไม่หุ้ม พม่า,"Manufacture (Pharma), Replenish on Order (MTO)"
8548,[FG-PNR-ID-04001] พิมเสนโรลออน 5cc ไม่หุ้ม อินโดนีเซีย,"Manufacture (Pharma), Replenish on Order (MTO)"
8555,[FG-PNR-TW-04001] พิมเสนโรลออน 5cc ไม่หุ้ม ไต้หวัน,"Manufacture (Pharma), Replenish on Order (MTO)"
8304,[SM-BLS-FO-00005] ฟอยด์ยาดม PS,"Auto Transfer Semi (Pharma), Manufacture (Plastic), Replenish on Order (MTO)"
8284,[SM-BLS-FO-00003] ฟอยด์ยาดม PePex,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8006,"[PK-SHF-HG-01001] ฟอยด์หด PVC""18x13.5""หดไม้แขวนเสื้อ","Auto Transfer RM (Packaging), Buy"
8067,[PK-SHF-PS-01005] ฟอยด์หดยาดม Pax2way key ลัง 5โหล 410x273x0.03,"Auto Transfer RM (Packaging), Buy"
8018,[SM-BLS-FO-00001] ฟอยล์ยาดม PAX 2way-Key,"Auto Transfer Semi (Pharma), Manufacture (Plastic)"
8278,[SM-BLS-FO-00004] ฟอยล์ยาดม PePex2IN1 พวงกุญแจ,"Manufacture (Plastic), Auto Transfer Semi (Pharma)"
8891,ยาดม Mark II (10x6)5dz,Buy
7968,[FG-MTS-XX-01002] ยาดม Mark II (1x6) แผง,"Replenish on Order (MTO), Buy"
8890,ยาดม Mark II NOSE MINT (1x1),Buy
8510,[FG-MTS-XX-02001] ยาดม Mark II กล่อง 5 โหล (หุ้ม),"Manufacture (Pharma), Replenish on Order (MTO)"
8525,[FG-MTS-GH-02001] ยาดม Mark II กล่อง 5 โหล กาน่า(หุ้ม),"Manufacture (Pharma), Replenish on Order (MTO)"
8518,[FG-MTS-JP-02001] ยาดม Mark II ญี่ปุ่น,"Manufacture (Pharma), Replenish on Order (MTO)"
8514,[FG-MTS-XX-04003] ยาดม Mark II สีชมพู,"Manufacture (Pharma), Replenish on Order (MTO)"
8512,[FG-MTS-XX-04001] ยาดม Mark II สีชมพูสะท้อนแสง,"Manufacture (Pharma), Replenish on Order (MTO)"
8515,[FG-MTS-XX-04004] ยาดม Mark II สีฟ้า,"Manufacture (Pharma), Replenish on Order (MTO)"
8513,[FG-MTS-XX-04002] ยาดม Mark II สีม่วง,"Manufacture (Pharma), Replenish on Order (MTO)"
8517,[FG-MTS-XX-04006] ยาดม Mark II สีเขียว,"Manufacture (Pharma), Replenish on Order (MTO)"
8516,[FG-MTS-XX-04005] ยาดม Mark II สีเหลือง,"Manufacture (Pharma), Replenish on Order (MTO)"
8509,[FG-MTK-IL-04001] ยาดม Mark II อิสราเอล,"Manufacture (Pharma), Replenish on Order (MTO)"
8508,[FG-MTK-IL-03001] ยาดม Mark II อิสราเอล + พวงกุญแจ,"Manufacture (Pharma), Replenish on Order (MTO)"
8507,[FG-MTK-IL-02001] ยาดม Mark II อิสราเอล 1 กล่อง,"Manufacture (Pharma), Replenish on Order (MTO)"
8511,[FG-MTS-XX-03001] ยาดม Mark II แผง,"Manufacture (Pharma), Replenish on Order (MTO)"
8526,[FG-MTS-GH-03001] ยาดม Mark II แผง กาน่า,"Manufacture (Pharma), Replenish on Order (MTO)"
8521,[FG-MTS-TW-02003] ยาดม Mark II ไต้หวัน สีชมพู,"Manufacture (Pharma), Replenish on Order (MTO)"
8519,[FG-MTS-TW-02001] ยาดม Mark II ไต้หวัน สีชมพูสะท้อนแสง,"Manufacture (Pharma), Replenish on Order (MTO)"
8522,[FG-MTS-TW-02004] ยาดม Mark II ไต้หวัน สีฟ้า,"Manufacture (Pharma), Replenish on Order (MTO)"
8520,[FG-MTS-TW-02002] ยาดม Mark II ไต้หวัน สีม่วง,"Manufacture (Pharma), Replenish on Order (MTO)"
8524,[FG-MTS-TW-02006] ยาดม Mark II ไต้หวัน สีเขียว,"Manufacture (Pharma), Replenish on Order (MTO)"
8523,[FG-MTS-TW-02005] ยาดม Mark II ไต้หวัน สีเหลือง,"Manufacture (Pharma), Replenish on Order (MTO)"
8619,[FG-PAS-XX-04001] ยาดม PAX,"Manufacture (Pharma), Replenish on Order (MTO)"
8617,[FG-PAS-XX-02001] ยาดม PAX กล่อง 5โหล,"Manufacture (Pharma), Replenish on Order (MTO)"
8618,[FG-PAS-XX-03001] ยาดม PAX แผง,"Manufacture (Pharma), Replenish on Order (MTO)"
8616,[FG-PAK-XX-05001] ยาดม PAX-Key ,"Manufacture (Pharma), Replenish on Order (MTO)"
8613,[FG-PAK-XX-02001] ยาดม PAX-Key กล่อง 5โหล,"Manufacture (Pharma), Replenish on Order (MTO)"
8614,[FG-PAK-XX-03001] ยาดม PAX-Key แผง,"Manufacture (Pharma), Replenish on Order (MTO)"
8699,ยาดม Pax2way-Key,Buy
8687,ยาดม Pax2way-Key สำเร็จ,Buy
8238,[FG-PAK-XX-01002] ยาดมPax2WKB(1x6),"Manufacture (Pharma), Replenish on Order (MTO)"
8590,[FG-PPK-TH-05001] ยาดมพีเป๊กซ์ 2in1,Manufacture (Pharma)
8195,[FG-PPK-TH-01001] ยาดมพีเป๊กซ์ 2in1 (1*1),Buy
8209,[FG-PPK-TH-01003] ยาดมพีเป๊กซ์ 2in1 (6x1) 18โหล,Manufacture (Pharma)
8587,[FG-PPK-TH-02001] ยาดมพีเป๊กซ์ 2in1 1ถาด,Manufacture (Pharma)
8588,[FG-PPK-TH-03001] ยาดมพีเป๊กซ์ 2in1 1แผง,Manufacture (Pharma)
8589,[FG-PPK-TH-04001] ยาดมพีเป๊กซ์ 2in1+พวงกุญแจ,Manufacture (Pharma)
8897,ยาดมพีเป๊กซ์ สีแดง ชิ้น(1*1),Buy
8852,ยาดมพีเป๊กซ์ สีแดง แผง(1x6),Buy
8836,ยาดมพีเป๊กซ์ สีแดง(10x6)5dz,Buy
